terrain_type,terrain_level,command_vx,attempts,successful_attempts,success_rate,survival_rate,mean_vx,bias_vx,mae_vx,rmse_vx,mean_traversal_time_s,mean_max_lateral_error_m,mean_max_heading_error_deg,mean_power_w,mechanical_cot
random_rough,0,0.4,5,5,1.0,1.0,0.3677651107311249,-0.0322348952293396,0.0322348952293396,0.0322348952293396,10.334672546386718,0.1452606201171875,4.851642083980895,15.50330924987793,0.26805262863636015
random_rough,0,0.6,5,5,1.0,1.0,0.5742556929588318,-0.025744330883026124,0.025744330883026124,0.025744330883026124,6.6179827690124515,0.1053802490234375,4.324335685243455,20.52323989868164,0.22735231816768647
random_rough,0,0.8,5,5,1.0,1.0,0.7683471441268921,-0.031652867794036865,0.031652867794036865,0.031652867794036865,4.946123313903809,0.0729156494140625,3.768234959201216,27.61529960632324,0.22866050899028778
random_rough,0,1.0,5,5,1.0,1.0,0.9562330961227417,-0.043766903877258304,0.043766903877258304,0.043766903877258304,3.9742520809173585,0.05485076904296875,4.334280440674993,39.187678527832034,0.2611596047878265
random_rough,0,1.2,5,5,1.0,1.0,1.140677309036255,-0.05932273864746094,0.05932273864746094,0.05932273864746094,3.3316646575927735,0.09034423828125,8.988730267562566,56.160212707519534,0.3135361850261688
random_rough,0,1.4,5,5,1.0,1.0,1.3363097429275512,-0.06369023323059082,0.06369023323059082,0.06369023323059082,2.8437435150146486,0.17754974365234374,17.632930596218785,78.23165588378906,0.3736025393009186
random_rough,0,1.6,5,4,0.8,0.8,1.5416384637355804,-0.058361560106277466,0.058361560106277466,0.058361560106277466,2.464910387992859,0.16140174865722656,16.255743929811388,105.96636390686035,0.4390973076224327
random_rough,0,1.8,5,4,0.8,0.8,1.7556905150413513,-0.04430943727493286,0.04430943727493286,0.04430943727493286,2.164541006088257,0.12274360656738281,13.035347515634223,133.93125534057617,0.4857274740934372
random_rough,0,2.0,5,3,0.6,0.6,1.9595459699630737,-0.04045403003692627,0.04045403003692627,0.04045403003692627,1.9392844438552856,0.1794586181640625,22.54112690265948,167.2280731201172,0.5483839511871338
random_rough,0,2.2,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,0,2.4,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,1,0.4,5,5,1.0,1.0,0.3264180064201355,-0.07358199954032899,0.07358199954032899,0.07358199954032899,11.648037528991699,0.23297882080078125,7.665752422031351,20.81375045776367,0.4050978124141693
random_rough,1,0.6,5,5,1.0,1.0,0.5318555474281311,-0.06814447641372681,0.06814447641372681,0.06814447641372681,7.146566772460938,0.2037567138671875,10.226460009798666,28.635108947753906,0.3425555765628815
random_rough,1,0.8,5,5,1.0,1.0,0.737067711353302,-0.06293230056762696,0.06293230056762696,0.06293230056762696,5.155750942230225,0.1788848876953125,7.248802499619546,38.74178924560547,0.334404844045639
random_rough,1,1.0,5,5,1.0,1.0,0.938762879371643,-0.061237120628356935,0.061237120628356935,0.061237120628356935,4.048777389526367,0.23280029296875,12.861311093931125,52.3026237487793,0.3550020456314087
random_rough,1,1.2,5,5,1.0,1.0,1.0287926197052002,-0.17120742797851562,0.17120742797851562,0.17120742797851562,3.7839115619659425,0.1980682373046875,15.6109943065976,85.29886322021484,0.5541245639324188
random_rough,1,1.4,5,5,1.0,1.0,1.330565595626831,-0.06943438053131104,0.06943438053131104,0.06943438053131104,2.8565778732299805,0.1379608154296875,8.567397583515094,103.52567749023437,0.49816517233848573
random_rough,1,1.6,5,4,0.8,0.8,1.5330329835414886,-0.06696704030036926,0.06696704030036926,0.06696704030036926,2.4789005517959595,0.1415233612060547,15.259649845267651,119.49182510375977,0.49694303423166275
random_rough,1,1.8,5,2,0.4,0.4,1.6683303117752075,-0.13166964054107666,0.13166964054107666,0.13166964054107666,2.2784054279327393,0.14605712890625,21.390786442645933,170.25592041015625,0.6515612602233887
random_rough,1,2.0,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,1,2.2,5,1,0.2,0.2,2.0293893814086914,-0.17061066627502441,0.17061066627502441,0.17061066627502441,1.872484564781189,0.2793426513671875,29.074933674017867,228.47576904296875,0.7162595987319946
random_rough,1,2.4,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,2,0.4,5,2,0.4,0.4,0.2947229743003845,-0.10527703166007996,0.10527703166007996,0.10527703166007996,12.897211074829102,0.14957046508789062,14.383016623081083,29.879453659057617,0.6443167328834534
random_rough,2,0.6,5,4,0.8,0.8,0.48435472697019577,-0.11564529687166214,0.11564529687166214,0.11564529687166214,7.929752349853516,0.18013954162597656,12.429784331203068,40.38543701171875,0.5364111140370369
random_rough,2,0.8,5,5,1.0,1.0,0.6723406195640564,-0.12765939235687257,0.12765939235687257,0.12765939235687257,5.6769030570983885,0.26710662841796873,9.937119023914397,56.68056945800781,0.5406829833984375
random_rough,2,1.0,5,3,0.6,0.6,0.7942097981770834,-0.20579020182291666,0.20579020182291666,0.20579020182291666,4.95623254776001,0.2136408487955729,26.215879097517924,76.66283671061198,0.6345526576042175
random_rough,2,1.2,5,3,0.6,0.6,0.9180764158566793,-0.28192363182703656,0.28192363182703656,0.28192363182703656,4.487812042236328,0.30800120035807294,23.435949416640423,101.8459955851237,0.7579120596249899
random_rough,2,1.4,5,2,0.4,0.4,1.2254220247268677,-0.17457795143127441,0.17457795143127441,0.17457795143127441,3.1009771823883057,0.101318359375,13.080844472912737,102.24496078491211,0.5319475382566452
random_rough,2,1.6,5,2,0.4,0.4,1.4363110065460205,-0.1636890172958374,0.1636890172958374,0.1636890172958374,2.6456693410873413,0.2597770690917969,17.84860338152678,150.0705108642578,0.6682060956954956
random_rough,2,1.8,5,2,0.4,0.4,1.2946009933948517,-0.5053989589214325,0.5053989589214325,0.5053989589214325,3.361519455909729,0.2833976745605469,24.685437471828305,194.54631805419922,1.10249525308609
random_rough,2,2.0,5,1,0.2,0.2,1.7955138683319092,-0.20448613166809082,0.20448613166809082,0.20448613166809082,2.1163859367370605,0.04309844970703125,9.901206999164211,286.6742248535156,1.013437032699585
random_rough,2,2.2,5,1,0.2,0.2,1.990923285484314,-0.20907676219940186,0.20907676219940186,0.20907676219940186,1.9086623191833496,0.2152557373046875,23.862664346672105,251.08447265625,0.8038841485977173
random_rough,2,2.4,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,3,0.4,5,1,0.2,0.2,0.3130928874015808,-0.08690711855888367,0.08690711855888367,0.08690711855888367,12.136970520019531,0.23455810546875,12.888560987398538,30.756868362426758,0.6236606240272522
random_rough,3,0.6,5,1,0.2,0.2,0.4808393716812134,-0.11916065216064453,0.11916065216064453,0.11916065216064453,7.90284538269043,0.226165771484375,6.457894341375574,48.66127014160156,0.6426594257354736
random_rough,3,0.8,5,1,0.2,0.2,0.6677368879318237,-0.13226312398910522,0.13226312398910522,0.13226312398910522,5.690863132476807,0.20513153076171875,15.409560758161795,69.94737243652344,0.664841890335083
random_rough,3,1.0,5,2,0.4,0.4,0.9225590527057648,-0.07744094729423523,0.07744094729423523,0.07744094729423523,4.119037628173828,0.26318359375,19.199062407806174,91.90742492675781,0.63425013422966
random_rough,3,1.2,5,1,0.2,0.2,1.027072787284851,-0.17292726039886475,0.17292726039886475,0.17292726039886475,3.6998343467712402,0.0818634033203125,12.871904717333814,116.24050903320312,0.721062183380127
random_rough,3,1.4,5,1,0.2,0.2,1.2866545915603638,-0.11334538459777832,0.11334538459777832,0.11334538459777832,2.953394889831543,0.45700836181640625,24.006127347546347,134.45449829101562,0.6681346297264099
random_rough,3,1.6,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,3,1.8,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,3,2.0,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,3,2.2,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
random_rough,3,2.4,5,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
