terrain_type,geometry_terrain,terrain_level,command_vx,replicate,terrain_column,fixed_course,success,failure_reason,survived,samples,mean_vx,bias_vx,mae_vx,rmse_vx,mae_vy,mae_yaw,traversal_time_s,world_displacement_m,max_lateral_error_m,max_heading_error_deg,mean_power_w,mechanical_cot
random_rough,random_rough,0,0.8,1,21,True,True,,True,251,0.7604721188545227,-0.03952789306640625,0.03952789306640625,0.03952789306640625,nan,nan,4.996894836425781,3.799999237060547,0.06015777587890625,3.4157615956675094,28.407346725463867,0.23779721558094025
random_rough,random_rough,0,0.8,2,22,True,True,,True,252,0.7585533261299133,-0.041446685791015625,0.041446685791015625,0.041446685791015625,nan,nan,5.00953483581543,3.799999237060547,0.0255584716796875,3.4162347997109443,28.76047706604004,0.24171248078346252
random_rough,random_rough,0,0.8,3,23,True,True,,True,246,0.7750779986381531,-0.02492201328277588,0.02492201328277588,0.02492201328277588,nan,nan,4.902731418609619,3.799999237060547,0.068634033203125,4.933904113948247,26.50371742248535,0.21744242310523987
random_rough,random_rough,0,0.8,4,20,True,True,,True,246,0.7733935713768005,-0.026606440544128418,0.026606440544128418,0.026606440544128418,nan,nan,4.913409233093262,3.799999237060547,0.10504913330078125,3.6558544843810936,27.132722854614258,0.2226029485464096
random_rough,random_rough,0,1.0,0,20,True,True,,True,200,0.9579634070396423,-0.042036592960357666,0.042036592960357666,0.042036592960357666,nan,nan,3.966747760772705,3.799999237060547,0.06783294677734375,4.1326563299613435,38.1167106628418,0.2542422413825989
random_rough,random_rough,0,1.0,1,21,True,True,,True,199,0.9608575701713562,-0.0391424298286438,0.0391424298286438,0.0391424298286438,nan,nan,3.9547996520996094,3.799999237060547,0.07826995849609375,6.74687793761152,40.13970184326172,0.2663971781730652
random_rough,random_rough,0,1.0,2,22,True,True,,True,203,0.9396255016326904,-0.06037449836730957,0.06037449836730957,0.06037449836730957,nan,nan,4.044163703918457,3.799999237060547,0.02280426025390625,3.606426112905004,40.610076904296875,0.27493634819984436
random_rough,random_rough,0,1.0,3,23,True,True,,True,198,0.9644091129302979,-0.03559088706970215,0.03559088706970215,0.03559088706970215,nan,nan,3.9402356147766113,3.799999237060547,0.0439605712890625,3.606806895951232,38.52248764038086,0.25437939167022705
random_rough,random_rough,0,1.0,4,20,True,True,,True,199,0.9583098888397217,-0.04169011116027832,0.04169011116027832,0.04169011116027832,nan,nan,3.965313673019409,3.799999237060547,0.0613861083984375,3.578634926945868,38.549415588378906,0.2558428645133972
random_rough,random_rough,0,1.2,0,20,True,True,,True,166,1.1531410217285156,-0.046859025955200195,0.046859025955200195,0.046859025955200195,nan,nan,3.29534649848938,3.799999237060547,0.0353851318359375,4.438711984027738,55.873374938964844,0.3093252182006836
random_rough,random_rough,0,1.2,1,21,True,True,,True,168,1.1369307041168213,-0.06306934356689453,0.06306934356689453,0.06306934356689453,nan,nan,3.3423314094543457,3.799999237060547,0.115081787109375,12.231710232654873,57.01344680786133,0.31943967938423157
random_rough,random_rough,0,1.2,2,22,True,True,,True,170,1.1251614093780518,-0.07483863830566406,0.07483863830566406,0.07483863830566406,nan,nan,3.3772923946380615,3.799999237060547,0.09918975830078125,7.792262295744067,56.45549011230469,0.3200792074203491
random_rough,random_rough,0,1.2,3,23,True,True,,True,168,1.1347328424453735,-0.06526720523834229,0.06526720523834229,0.06526720523834229,nan,nan,3.3488051891326904,3.799999237060547,0.146759033203125,13.179752442283691,54.950626373291016,0.30788201093673706
random_rough,random_rough,0,1.2,4,20,True,True,,True,165,1.1534205675125122,-0.04657948017120361,0.04657948017120361,0.04657948017120361,nan,nan,3.2945477962493896,3.799999237060547,0.05530548095703125,7.3012143831024625,56.50812530517578,0.3109548091888428
random_rough,random_rough,0,1.4,0,20,True,True,,True,142,1.3462803363800049,-0.05371963977813721,0.05371963977813721,0.05371963977813721,nan,nan,2.8225913047790527,3.799999237060547,0.1301116943359375,10.947348654520981,77.73014831542969,0.36811211705207825
random_rough,random_rough,0,1.4,1,21,True,True,,True,143,1.3375171422958374,-0.06248283386230469,0.06248283386230469,0.06248283386230469,nan,nan,2.8410844802856445,3.799999237060547,0.21729278564453125,26.005467151581648,81.0302505493164,0.38644319772720337
random_rough,random_rough,0,1.4,2,22,True,True,,True,145,1.324771523475647,-0.07522845268249512,0.07522845268249512,0.07522845268249512,nan,nan,2.8684184551239014,3.799999237060547,0.24823760986328125,21.116849753151524,76.81597900390625,0.37146851420402527
random_rough,random_rough,0,1.4,3,23,True,True,,True,143,1.3312759399414062,-0.06872403621673584,0.06872403621673584,0.06872403621673584,nan,nan,2.8544039726257324,3.799999237060547,0.20556640625,18.625471659044965,77.24053192138672,0.368369460105896
random_rough,random_rough,0,1.4,4,20,True,True,,True,143,1.3417037725448608,-0.05829620361328125,0.05829620361328125,0.05829620361328125,nan,nan,2.832219362258911,3.799999237060547,0.08654022216796875,11.46951576279481,78.34136962890625,0.37361940741539
random_rough,random_rough,0,1.6,0,20,True,True,,True,124,1.542899489402771,-0.057100534439086914,0.057100534439086914,0.057100534439086914,nan,nan,2.462894916534424,3.799999237060547,0.1004180908203125,10.339155313650842,105.42054748535156,0.4359627068042755
random_rough,random_rough,0,1.6,1,21,True,True,,True,125,1.541426658630371,-0.058573365211486816,0.058573365211486816,0.058573365211486816,nan,nan,2.4652481079101562,3.799999237060547,0.1277008056640625,14.48189641792171,105.22643280029297,0.4386693835258484
random_rough,random_rough,0,1.6,2,22,True,True,,True,124,1.5419352054595947,-0.058064818382263184,0.058064818382263184,0.058064818382263184,nan,nan,2.46443510055542,3.799999237060547,0.322174072265625,29.525736404522466,109.46868896484375,0.45270371437072754
random_rough,random_rough,0,1.6,3,23,True,False,heading error limit exceeded,False,113,nan,nan,nan,nan,nan,nan,nan,nan,0.248016357421875,30.135419580405312,nan,nan
random_rough,random_rough,0,1.6,4,20,True,True,,True,124,1.540292501449585,-0.05970752239227295,0.05970752239227295,0.05970752239227295,nan,nan,2.4670634269714355,3.799999237060547,0.09531402587890625,10.676187583150536,103.74978637695312,0.4290534257888794
random_rough,random_rough,0,1.8,0,20,True,True,,True,108,1.7690383195877075,-0.03096163272857666,0.03096163272857666,0.03096163272857666,nan,nan,2.148059368133545,3.799999237060547,0.0829620361328125,10.975753703731773,134.028076171875,0.4827495515346527
random_rough,random_rough,0,1.8,1,21,True,True,,True,110,1.7313990592956543,-0.06860089302062988,0.06860089302062988,0.06860089302062988,nan,nan,2.194756507873535,3.799999237060547,0.03794097900390625,3.8531223004421093,130.76156616210938,0.47970592975616455
random_rough,random_rough,0,1.8,2,22,True,True,,True,109,1.7576572895050049,-0.0423426628112793,0.0423426628112793,0.0423426628112793,nan,nan,2.161968231201172,3.799999237060547,0.28612518310546875,27.50659075944142,137.46392822265625,0.4997096657752991
random_rough,random_rough,0,1.8,3,23,True,False,heading error limit exceeded,False,93,nan,nan,nan,nan,nan,nan,nan,nan,0.35144805908203125,30.635170861596805,nan,nan
random_rough,random_rough,0,1.8,4,20,True,True,,True,108,1.7646673917770386,-0.035332560539245605,0.035332560539245605,0.035332560539245605,nan,nan,2.1533799171447754,3.799999237060547,0.08394622802734375,9.805923298921593,133.47145080566406,0.48074474930763245
random_rough,random_rough,0,2.0,0,20,True,True,,True,99,1.9441739320755005,-0.05582606792449951,0.05582606792449951,0.05582606792449951,nan,nan,1.9545572996139526,3.799999237060547,0.16629791259765625,19.629820240644076,164.09901428222656,0.5418055057525635
random_rough,random_rough,0,2.0,1,21,True,True,,True,98,1.96649169921875,-0.03350830078125,0.03350830078125,0.03350830078125,nan,nan,1.9323749542236328,3.799999237060547,0.2236328125,26.9680098528184,166.12135314941406,0.5429425239562988
random_rough,random_rough,0,2.0,2,22,True,False,heading error limit exceeded,False,85,nan,nan,nan,nan,nan,nan,nan,nan,0.3536529541015625,31.83706558946561,nan,nan
random_rough,random_rough,0,2.0,3,23,True,False,heading error limit exceeded,False,91,nan,nan,nan,nan,nan,nan,nan,nan,0.24367523193359375,30.387139372076962,nan,nan
random_rough,random_rough,0,2.0,4,20,True,True,,True,98,1.9679722785949707,-0.0320277214050293,0.0320277214050293,0.0320277214050293,nan,nan,1.9309210777282715,3.799999237060547,0.14844512939453125,21.025550614515964,171.46385192871094,0.5604038238525391
random_rough,random_rough,0,2.2,0,20,True,False,heading error limit exceeded,False,70,nan,nan,nan,nan,nan,nan,nan,nan,0.4055938720703125,30.393850032936502,nan,nan
random_rough,random_rough,0,2.2,1,21,True,False,heading error limit exceeded,False,80,nan,nan,nan,nan,nan,nan,nan,nan,0.43173980712890625,30.96796158362192,nan,nan
random_rough,random_rough,0,2.2,2,22,True,False,heading error limit exceeded,False,76,nan,nan,nan,nan,nan,nan,nan,nan,0.4119720458984375,31.502188244649055,nan,nan
random_rough,random_rough,0,2.2,3,23,True,False,heading error limit exceeded,False,75,nan,nan,nan,nan,nan,nan,nan,nan,0.43683624267578125,31.377482650782962,nan,nan
random_rough,random_rough,0,2.2,4,20,True,False,heading error limit exceeded,False,74,nan,nan,nan,nan,nan,nan,nan,nan,0.3844451904296875,30.80530745872724,nan,nan
random_rough,random_rough,0,2.4,0,20,True,False,heading error limit exceeded,False,58,nan,nan,nan,nan,nan,nan,nan,nan,0.43253326416015625,30.176820772059347,nan,nan
random_rough,random_rough,0,2.4,1,21,True,False,heading error limit exceeded,False,64,nan,nan,nan,nan,nan,nan,nan,nan,0.47058868408203125,30.012650345168918,nan,nan
random_rough,random_rough,0,2.4,2,22,True,False,heading error limit exceeded,False,67,nan,nan,nan,nan,nan,nan,nan,nan,0.44040679931640625,30.19514616960249,nan,nan
random_rough,random_rough,0,2.4,3,23,True,False,heading error limit exceeded,False,68,nan,nan,nan,nan,nan,nan,nan,nan,0.39206695556640625,30.07113042484257,nan,nan
random_rough,random_rough,0,2.4,4,20,True,False,heading error limit exceeded,False,69,nan,nan,nan,nan,nan,nan,nan,nan,0.45690155029296875,30.65748508961524,nan,nan
random_rough,random_rough,1,0.4,0,20,True,True,,True,597,0.31859710812568665,-0.08140289783477783,0.08140289783477783,0.08140289783477783,nan,nan,11.927289962768555,3.8000001907348633,0.20507049560546875,6.481531491658872,20.565963745117188,0.40947338938713074
random_rough,random_rough,1,0.4,1,21,True,True,,True,588,0.32352301478385925,-0.07647699117660522,0.07647699117660522,0.07647699117660522,nan,nan,11.745687484741211,3.8000001907348633,0.30797576904296875,7.059514478943221,21.00825309753418,0.411973774433136
random_rough,random_rough,1,0.4,2,22,True,True,,True,596,0.31953272223472595,-0.08046728372573853,0.08046728372573853,0.08046728372573853,nan,nan,11.892366409301758,3.8000001907348633,0.1088714599609375,8.049873979348499,20.708446502685547,0.4116198718547821
random_rough,random_rough,1,0.4,3,23,True,True,,True,575,0.3313186466693878,-0.06868135929107666,0.06868135929107666,0.06868135929107666,nan,nan,11.469322204589844,3.8000001907348633,0.2904205322265625,8.626494770780255,21.281816482543945,0.4081110954284668
random_rough,random_rough,1,0.4,4,20,True,True,,True,562,0.3391185402870178,-0.060881465673446655,0.060881465673446655,0.060881465673446655,nan,nan,11.205521583557129,3.8000001907348633,0.25255584716796875,8.111347389425907,20.5042724609375,0.38431093096733093
random_rough,random_rough,1,0.6,0,20,True,True,,True,365,0.5221346616744995,-0.0778653621673584,0.0778653621673584,0.0778653621673584,nan,nan,7.277816295623779,3.8000001907348633,0.1891021728515625,12.778514687038584,29.137516021728516,0.3546888828277588
random_rough,random_rough,1,0.6,1,21,True,True,,True,355,0.537498950958252,-0.06250107288360596,0.06250107288360596,0.06250107288360596,nan,nan,7.06978178024292,3.8000001907348633,0.2918701171875,8.73992542987395,28.580476760864258,0.33837684988975525
random_rough,random_rough,1,0.6,2,22,True,True,,True,351,0.5428426861763,-0.05715733766555786,0.05715733766555786,0.05715733766555786,nan,nan,7.000186443328857,3.8000001907348633,0.1325225830078125,8.542637123245424,27.401626586914062,0.3207642436027527
random_rough,random_rough,1,0.6,3,23,True,True,,True,356,0.5346701741218567,-0.06532984972000122,0.06532984972000122,0.06532984972000122,nan,nan,7.107185363769531,3.8000001907348633,0.22640228271484375,6.058936588652782,25.86223793029785,0.3070564568042755
random_rough,random_rough,1,0.6,4,20,True,True,,True,365,0.5221312642097473,-0.0778687596321106,0.0778687596321106,0.0778687596321106,nan,nan,7.2778639793396,3.8000001907348633,0.17888641357421875,15.012286220182588,32.193687438964844,0.3918914496898651
random_rough,random_rough,1,0.8,0,20,True,True,,True,259,0.7369828224182129,-0.06301718950271606,0.06301718950271606,0.06301718950271606,nan,nan,5.156158447265625,3.8000001907348633,0.18898773193359375,9.905921537238811,41.839027404785156,0.3613964915275574
random_rough,random_rough,1,0.8,1,21,True,True,,True,261,0.7306386232376099,-0.06936138868331909,0.06936138868331909,0.06936138868331909,nan,nan,5.200929641723633,3.8000001907348633,0.20632171630859375,6.634970410702739,37.308170318603516,0.32474827766418457
random_rough,random_rough,1,0.8,2,22,True,True,,True,259,0.7358680963516235,-0.06413191556930542,0.06413191556930542,0.06413191556930542,nan,nan,5.163969039916992,3.8000001907348633,0.12519073486328125,6.083759630530723,37.266700744628906,0.3219016492366791
random_rough,random_rough,1,0.8,3,23,True,True,,True,256,0.7445222735404968,-0.05547773838043213,0.05547773838043213,0.05547773838043213,nan,nan,5.103944301605225,3.8000001907348633,0.1739959716796875,4.692966202768285,36.778961181640625,0.314008891582489
random_rough,random_rough,1,0.8,4,20,True,True,,True,259,0.7373267412185669,-0.06267327070236206,0.06267327070236206,0.06267327070236206,nan,nan,5.153753280639648,3.8000001907348633,0.19992828369140625,8.926394716857175,40.51608657836914,0.34996891021728516
random_rough,random_rough,1,1.0,0,20,True,True,,True,207,0.9231411218643188,-0.07685887813568115,0.07685887813568115,0.07685887813568115,nan,nan,4.11638069152832,3.8000001907348633,0.2412567138671875,17.680306666604018,53.27013397216797,0.36775311827659607
random_rough,random_rough,1,1.0,1,21,True,True,,True,200,0.9550789594650269,-0.044921040534973145,0.044921040534973145,0.044921040534973145,nan,nan,3.978728771209717,3.8000001907348633,0.31914520263671875,15.092868792010398,56.757301330566406,0.3785768747329712
random_rough,random_rough,1,1.0,2,22,True,True,,True,203,0.9415850043296814,-0.058414995670318604,0.058414995670318604,0.058414995670318604,nan,nan,4.035748481750488,3.8000001907348633,0.1208343505859375,9.596136599885591,48.745574951171875,0.33001479506492615
random_rough,random_rough,1,1.0,3,23,True,True,,True,207,0.9220149517059326,-0.07798504829406738,0.07798504829406738,0.07798504829406738,nan,nan,4.121408462524414,3.8000001907348633,0.26886749267578125,7.227896571230607,49.735992431640625,0.3433550298213959
random_rough,random_rough,1,1.0,4,20,True,True,,True,201,0.9519943594932556,-0.048005640506744385,0.048005640506744385,0.048005640506744385,nan,nan,3.9916205406188965,3.8000001907348633,0.213897705078125,14.709346839925013,53.00411605834961,0.3553104102611542
random_rough,random_rough,1,1.2,0,20,True,True,,True,190,1.005115270614624,-0.1948847770690918,0.1948847770690918,0.1948847770690918,nan,nan,3.780661106109619,3.8000001907348633,0.12158966064453125,19.345021842822053,110.16648864746094,0.6980804204940796
random_rough,random_rough,1,1.2,1,21,True,True,,True,170,1.1271522045135498,-0.07284784317016602,0.07284784317016602,0.07284784317016602,nan,nan,3.371328353881836,3.8000001907348633,0.10387420654296875,11.58033045943639,79.54312133789062,0.4509763717651367
random_rough,random_rough,1,1.2,2,22,True,True,,True,171,1.1144691705703735,-0.08553087711334229,0.08553087711334229,0.08553087711334229,nan,nan,3.4096953868865967,3.8000001907348633,0.11280059814453125,13.382409277599846,69.74411010742188,0.39774611592292786
random_rough,random_rough,1,1.2,3,23,True,True,,True,167,1.1416724920272827,-0.058327555656433105,0.058327555656433105,0.058327555656433105,nan,nan,3.3284502029418945,3.8000001907348633,0.08570098876953125,8.411079142094515,64.71586608886719,0.36043715476989746
random_rough,random_rough,1,1.2,4,20,True,True,,True,253,0.7555539608001709,-0.4444460868835449,0.4444460868835449,0.4444460868835449,nan,nan,5.029422760009766,3.8000001907348633,0.566375732421875,25.3361308110352,102.3247299194336,0.8633827567100525
random_rough,random_rough,1,1.4,0,20,True,True,,True,148,1.298831582069397,-0.10116839408874512,0.10116839408874512,0.10116839408874512,nan,nan,2.925706624984741,3.8000001907348633,0.20127105712890625,9.011485213537194,122.43370056152344,0.6043173670768738
random_rough,random_rough,1,1.4,1,21,True,True,,True,142,1.3459967374801636,-0.054003238677978516,0.054003238677978516,0.054003238677978516,nan,nan,2.8231868743896484,3.8000001907348633,0.1469879150390625,6.7079343333982235,96.0564956665039,0.4549016058444977
random_rough,random_rough,1,1.4,2,22,True,True,,True,145,1.3174433708190918,-0.08255660533905029,0.08255660533905029,0.08255660533905029,nan,nan,2.8843746185302734,3.8000001907348633,0.1136932373046875,12.357097137890674,88.27252197265625,0.42687028646469116
random_rough,random_rough,1,1.4,3,23,True,True,,True,144,1.3366647958755493,-0.06333518028259277,0.06333518028259277,0.06333518028259277,nan,nan,2.8428969383239746,3.8000001907348633,0.0859527587890625,5.357069764636856,91.82929992675781,0.44100749492645264
random_rough,random_rough,1,1.4,4,20,True,True,,True,142,1.3538914918899536,-0.04610848426818848,0.04610848426818848,0.04610848426818848,nan,nan,2.8067243099212646,3.8000001907348633,0.14189910888671875,9.403401468112525,119.03636932373047,0.5637291073799133
random_rough,random_rough,1,1.6,0,20,True,True,,True,124,1.546488881111145,-0.05351114273071289,0.05351114273071289,0.05351114273071289,nan,nan,2.457179069519043,3.8000001907348633,0.10207366943359375,14.405987403033482,124.45946502685547,0.5146974921226501
random_rough,random_rough,1,1.6,1,21,True,True,,True,125,1.5286197662353516,-0.07138025760650635,0.07138025760650635,0.07138025760650635,nan,nan,2.485902786254883,3.8000001907348633,0.13326263427734375,7.215866900554922,113.29630279541016,0.47231099009513855
random_rough,random_rough,1,1.6,2,22,True,False,heading error limit exceeded,False,118,nan,nan,nan,nan,nan,nan,nan,nan,0.3807525634765625,31.195352241469987,nan,nan
random_rough,random_rough,1,1.6,3,23,True,True,,True,126,1.5154545307159424,-0.08454549312591553,0.08454549312591553,0.08454549312591553,nan,nan,2.5074987411499023,3.8000001907348633,0.089996337890625,10.357459366852831,110.61708068847656,0.4648308753967285
random_rough,random_rough,1,1.6,4,20,True,True,,True,124,1.5415687561035156,-0.058431267738342285,0.058431267738342285,0.058431267738342285,nan,nan,2.4650216102600098,3.8000001907348633,0.24076080322265625,29.059285710629368,129.59445190429688,0.5359327793121338
random_rough,random_rough,1,1.8,0,20,True,False,heading error limit exceeded,False,103,nan,nan,nan,nan,nan,nan,nan,nan,0.1333770751953125,31.95116389955067,nan,nan
random_rough,random_rough,1,1.8,1,21,True,True,,True,117,1.6395323276519775,-0.16046762466430664,0.16046762466430664,0.16046762466430664,nan,nan,2.3177342414855957,3.8000001907348633,0.152496337890625,17.616210463885324,148.93338012695312,0.5811391472816467
random_rough,random_rough,1,1.8,2,22,True,False,heading error limit exceeded,False,95,nan,nan,nan,nan,nan,nan,nan,nan,0.4024200439453125,31.322161533600443,nan,nan
random_rough,random_rough,1,1.8,3,23,True,False,heading error limit exceeded,False,71,nan,nan,nan,nan,nan,nan,nan,nan,0.40264129638671875,30.167391695910144,nan,nan
random_rough,random_rough,1,1.8,4,20,True,True,,True,113,1.6971282958984375,-0.10287165641784668,0.10287165641784668,0.10287165641784668,nan,nan,2.239076614379883,3.8000001907348633,0.139617919921875,25.16536242140654,191.57846069335938,0.7219833731651306
random_rough,random_rough,1,2.0,0,20,True,False,heading error limit exceeded,False,93,nan,nan,nan,nan,nan,nan,nan,nan,0.2671966552734375,30.940777430725273,nan,nan
random_rough,random_rough,1,2.0,1,21,True,False,heading error limit exceeded,False,92,nan,nan,nan,nan,nan,nan,nan,nan,0.29627227783203125,30.017407571925833,nan,nan
random_rough,random_rough,1,2.0,2,22,True,False,heading error limit exceeded,False,70,nan,nan,nan,nan,nan,nan,nan,nan,0.39373779296875,30.31544970654851,nan,nan
random_rough,random_rough,1,2.0,3,23,True,False,heading error limit exceeded,False,52,nan,nan,nan,nan,nan,nan,nan,nan,0.3086090087890625,30.05549612183241,nan,nan
random_rough,random_rough,1,2.0,4,20,True,False,heading error limit exceeded,False,93,nan,nan,nan,nan,nan,nan,nan,nan,0.2708740234375,30.488383266144062,nan,nan
random_rough,random_rough,1,2.2,0,20,True,False,heading error limit exceeded,False,80,nan,nan,nan,nan,nan,nan,nan,nan,0.37996673583984375,30.99050462297755,nan,nan
random_rough,random_rough,1,2.2,1,21,True,True,,True,94,2.0293893814086914,-0.17061066627502441,0.17061066627502441,0.17061066627502441,nan,nan,1.872484564781189,3.8000001907348633,0.2793426513671875,29.074933674017867,228.47576904296875,0.7162595987319946
random_rough,random_rough,1,2.2,2,22,True,False,heading error limit exceeded,False,66,nan,nan,nan,nan,nan,nan,nan,nan,0.4161834716796875,30.92256131620885,nan,nan
random_rough,random_rough,1,2.2,3,23,True,False,heading error limit exceeded,False,73,nan,nan,nan,nan,nan,nan,nan,nan,0.2870941162109375,30.045759687170555,nan,nan
random_rough,random_rough,1,2.2,4,20,True,False,heading error limit exceeded,False,63,nan,nan,nan,nan,nan,nan,nan,nan,0.4418792724609375,30.697165073598427,nan,nan
random_rough,random_rough,1,2.4,0,20,True,False,heading error limit exceeded,False,51,nan,nan,nan,nan,nan,nan,nan,nan,0.47243499755859375,31.039617098204527,nan,nan
random_rough,random_rough,1,2.4,1,21,True,False,heading error limit exceeded,False,69,nan,nan,nan,nan,nan,nan,nan,nan,0.46375274658203125,30.995330151626163,nan,nan
random_rough,random_rough,1,2.4,2,22,True,False,heading error limit exceeded,False,68,nan,nan,nan,nan,nan,nan,nan,nan,0.3554840087890625,30.51208060746942,nan,nan
random_rough,random_rough,1,2.4,3,23,True,False,heading error limit exceeded,False,69,nan,nan,nan,nan,nan,nan,nan,nan,0.4287261962890625,31.284110549734304,nan,nan
random_rough,random_rough,1,2.4,4,20,True,False,heading error limit exceeded,False,46,nan,nan,nan,nan,nan,nan,nan,nan,0.455291748046875,30.150609921119422,nan,nan
random_rough,random_rough,2,0.4,0,20,True,False,course timeout,False,1964,nan,nan,nan,nan,nan,nan,nan,nan,0.3679351806640625,13.399635014686618,nan,nan
random_rough,random_rough,2,0.4,1,21,True,True,,True,635,0.29974594712257385,-0.10025405883789062,0.10025405883789062,0.10025405883789062,nan,nan,12.677403450012207,3.8000001907348633,0.150604248046875,9.847440603791517,28.295394897460938,0.5992279052734375
random_rough,random_rough,2,0.4,2,22,True,False,course timeout,False,1974,nan,nan,nan,nan,nan,nan,nan,nan,0.29338836669921875,7.815870844610216,nan,nan
random_rough,random_rough,2,0.4,3,23,True,True,,True,657,0.2897000014781952,-0.11030000448226929,0.11030000448226929,0.11030000448226929,nan,nan,13.117018699645996,3.8000001907348633,0.14853668212890625,18.918592642370648,31.463512420654297,0.6894055604934692
random_rough,random_rough,2,0.4,4,20,True,False,course timeout,False,1964,nan,nan,nan,nan,nan,nan,nan,nan,0.303497314453125,8.661644631796433,nan,nan
random_rough,random_rough,2,0.6,0,20,True,True,,True,470,0.4052697420120239,-0.19473028182983398,0.19473028182983398,0.19473028182983398,nan,nan,9.376471519470215,3.8000001907348633,0.18097686767578125,11.41924727805081,43.26005554199219,0.6780896186828613
random_rough,random_rough,2,0.6,1,21,True,True,,True,389,0.4897989332675934,-0.11020109057426453,0.11020109057426453,0.11020109057426453,nan,nan,7.758285999298096,3.8000001907348633,0.1171722412109375,5.792667640275359,36.19998550415039,0.469635009765625
random_rough,random_rough,2,0.6,2,22,True,True,,True,361,0.5269982218742371,-0.07300180196762085,0.07300180196762085,0.07300180196762085,nan,nan,7.21065092086792,3.8000001907348633,0.28435516357421875,23.599843790051892,45.74580764770508,0.5507582426071167
random_rough,random_rough,2,0.6,3,23,True,True,,True,369,0.5153520107269287,-0.0846480131149292,0.0846480131149292,0.0846480131149292,nan,nan,7.373600959777832,3.8000001907348633,0.13805389404296875,8.907378616434212,36.335899353027344,0.44716158509254456
random_rough,random_rough,2,0.6,4,20,True,False,course timeout,False,2005,nan,nan,nan,nan,nan,nan,nan,nan,0.2562713623046875,10.873094252959188,nan,nan
random_rough,random_rough,2,0.8,0,20,True,True,,True,324,0.5877414345741272,-0.21225857734680176,0.21225857734680176,0.21225857734680176,nan,nan,6.465428352355957,3.8000001907348633,0.38573455810546875,19.597984728922647,62.387935638427734,0.6741365790367126
random_rough,random_rough,2,0.8,1,21,True,True,,True,277,0.6892709136009216,-0.11072909832000732,0.11072909832000732,0.11072909832000732,nan,nan,5.5130720138549805,3.8000001907348633,0.259857177734375,9.282531025465394,53.085636138916016,0.49040958285331726
random_rough,random_rough,2,0.8,2,22,True,True,,True,277,0.6895422339439392,-0.11045777797698975,0.11045777797698975,0.11045777797698975,nan,nan,5.5109028816223145,3.8000001907348633,0.1512298583984375,5.557650222445329,63.10783004760742,0.5829958915710449
