time_s,command_vx,mean_vx,mean_vy,mean_yaw,mean_power_w,alive_fraction,within_tolerance_fraction
0.36,0.8,0.779619,0.056284953,-0.0015553487,31.024454,1.0,1.0
0.36,1.0,0.96107495,0.06823256,-0.06154476,27.207668,1.0,1.0
0.36,1.2,1.1545019,0.06437359,0.03249948,58.630447,1.0,1.0
0.36,1.4,1.4282436,0.053821146,0.04040862,114.841644,1.0,1.0
0.36,1.6,1.6075997,0.052882787,-0.08953839,82.90457,1.0,1.0
0.36,1.8,1.7999331,0.017813673,-0.040988747,118.86607,1.0,1.0
0.36,2.0,2.0890732,0.0391486,-0.12160158,119.54187,1.0,1.0
0.36,2.2,2.1776407,0.01285637,0.09825288,237.95177,1.0,1.0
0.36,2.4,2.5363533,-0.010812658,0.29540434,178.14342,1.0,0.0625
0.36,2.6,2.6911402,0.047006506,0.34240866,379.45752,1.0,0.0
0.36,2.8,2.7501297,-0.00072119385,-0.042061497,206.44376,1.0,1.0
0.36,3.0,2.9413385,0.08761527,-0.31052768,602.4141,1.0,0.0
0.38,0.0,0.025846172,-0.006380624,-0.08082697,8.468001,1.0,1.0
0.38,0.2,0.21700084,0.026679121,0.027147505,12.231106,1.0,1.0
0.38,0.4,0.37828857,0.0025010393,-0.057305053,14.319993,1.0,1.0
0.38,0.6,0.63494253,0.0054488694,-0.1327501,20.197178,1.0,1.0
0.38,0.8,0.80259573,0.06454773,-0.0029442492,40.40873,1.0,1.0
0.38,1.0,0.97463495,0.06661906,-0.03176851,32.03983,1.0,1.0
0.38,1.2,1.1495485,0.06421766,0.00060715876,35.127728,1.0,1.0
0.38,1.4,1.3710269,0.05311106,-0.063315384,94.07579,1.0,1.0
0.38,1.6,1.6649129,0.056723244,-0.13863254,122.59125,1.0,1.0
0.38,1.8,1.843737,0.01357863,0.028956827,106.75463,1.0,1.0
0.38,2.0,2.112367,0.043444626,-0.15104471,176.26208,1.0,1.0
0.38,2.2,2.2189488,0.007834611,0.018991355,203.25479,1.0,1.0
0.38,2.4,2.4842954,0.016541237,0.17555252,353.4278,1.0,0.6875
0.38,2.6,2.6248376,0.07498752,0.12390973,713.2499,1.0,1.0
0.38,2.8,2.8048463,0.027599078,-0.114102475,241.48499,1.0,1.0
0.38,3.0,2.86093,0.07534954,-0.22638983,1000.5774,1.0,0.5
0.4,0.0,0.03181213,-0.011892173,-0.10090961,9.054901,1.0,1.0
0.4,0.2,0.2084181,0.023683274,0.007849821,12.160085,1.0,1.0
0.4,0.4,0.3830118,-0.0048225825,-0.04904386,12.786668,1.0,1.0
0.4,0.6,0.6179914,0.006837139,-0.047129255,11.223666,1.0,1.0
0.4,0.8,0.8378726,0.07156198,0.027770363,36.09504,1.0,1.0
0.4,1.0,1.0012956,0.06667358,-0.03340659,38.51565,1.0,1.0
