task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.0007051878492347896,0.0,0.6888688802719116
1,0,0,flat,1,0.0007029884727671742,0.0,0.67732173204422
2,0,0,flat,2,0.0006328339804895222,0.0,0.6787680387496948
3,0,0,flat,3,0.000694153131917119,0.0,0.6799576282501221
4,0,0,stairs_up,0,0.0006472626118920743,0.0,0.6190438866615295
5,0,0,stairs_up,1,0.0007900493801571429,0.0,0.587954580783844
6,0,0,stairs_up,2,0.0006972470437176526,0.0,0.5994094014167786
7,0,0,stairs_up,3,0.0005683621275238693,0.0,0.5740872621536255
8,0,0,stairs_down,0,0.0006708466680720448,0.0,0.607970118522644
9,0,0,stairs_down,1,0.0007452916470356286,-0.0022997260093688965,0.5960930585861206
10,0,0,stairs_down,2,0.0007576534408144653,0.0,0.5905609726905823
11,0,0,stairs_down,3,0.0007015935843810439,0.0,0.5899643301963806
12,0,0,slope_up,0,0.0006967444205656648,0.0,0.6835806369781494
13,0,0,slope_up,1,0.000704326550476253,0.0,0.6781338453292847
14,0,0,slope_up,2,0.0007005610968917608,0.0,0.6691563725471497
15,0,0,slope_up,3,0.0007150793098844588,0.0,0.6633180975914001
16,0,0,slope_down,0,0.0006104258936829865,-0.0008900761604309082,0.6707828044891357
17,0,0,slope_down,1,0.0007024705410003662,0.0,0.6664566397666931
18,0,0,slope_down,2,0.0006811217172071338,0.0,0.6737158894538879
19,0,0,slope_down,3,0.000665665022097528,0.0,0.6746788024902344
20,0,0,random_rough,0,0.0006781797856092453,0.0,0.6568888425827026
21,0,0,random_rough,1,0.0007049536798149347,0.0,0.6055024862289429
22,0,0,random_rough,2,0.0006737806834280491,0.0,0.522447943687439
23,0,0,random_rough,3,0.00035935177584178746,-0.014511078596115112,0.3410611152648926
24,0,1,flat,0,0.0006508727674372494,0.0,0.6859266757965088
25,0,1,flat,1,0.0006192148430272937,-0.00020831823348999023,0.6751807928085327
26,0,1,flat,2,0.0007046101964078844,0.0,0.6816050410270691
27,0,1,flat,3,0.000767935998737812,0.0008658766746520996,0.6820920705795288
28,0,1,stairs_up,0,0.0006010025390423834,-0.007178843021392822,0.6458552479743958
29,0,1,stairs_up,1,0.0011404345277696848,0.0,0.6353231072425842
30,0,1,stairs_up,2,0.0007089269929565489,0.0,0.6552486419677734
31,0,1,stairs_up,3,0.000690215383656323,0.0,0.6527117490768433
32,0,1,stairs_down,0,0.0007039315532892942,0.0,0.6616315841674805
33,0,1,stairs_down,1,0.0007053711451590061,0.0,0.67048579454422
34,0,1,stairs_down,2,0.0007018042961135507,0.0,0.6699360609054565
