task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.0006964284693822265,0.004695713520050049,0.6811119318008423
1,0,0,flat,1,0.0006897520506754518,0.004501938819885254,0.6931750178337097
2,0,0,flat,2,0.0006000067805871367,0.0,0.6977038979530334
3,0,0,flat,3,0.0005940869450569153,0.0,0.6866087317466736
4,0,0,stairs_up,0,0.0011918761301785707,0.0,0.5623549222946167
5,0,0,stairs_up,1,0.0005991778452880681,0.0,0.4842405617237091
6,0,0,stairs_up,2,0.0006871361983940005,0.0,0.46342387795448303
7,0,0,stairs_up,3,0.001507120905444026,0.012411355972290039,0.3790038526058197
8,0,0,stairs_down,0,0.0005301537457853556,0.0,0.5790275931358337
9,0,0,stairs_down,1,0.0005967126926407218,0.0,0.6034068465232849
10,0,0,stairs_down,2,0.0005402742535807192,0.0,0.5872175693511963
11,0,0,stairs_down,3,0.0012806110316887498,0.012820720672607422,0.5962422490119934
12,0,0,slope_up,0,0.0006985135260038078,0.0018330216407775879,0.679618239402771
13,0,0,slope_up,1,0.0008992415969260037,0.00906902551651001,0.6669870018959045
14,0,0,slope_up,2,0.0005731668206863105,-0.002865910530090332,0.6735410094261169
15,0,0,slope_up,3,0.0007494618184864521,0.0,0.6585445404052734
16,0,0,slope_down,0,0.0007644181023351848,0.0034437179565429688,0.6875172853469849
17,0,0,slope_down,1,0.0006112155970185995,0.000840306282043457,0.6749445796012878
18,0,0,slope_down,2,0.0006000057328492403,0.0,0.6475244164466858
19,0,0,slope_down,3,0.0007283531595021486,0.0057520270347595215,0.6588461399078369
20,0,0,random_rough,0,0.0005379821523092687,-0.01791590452194214,0.6421216130256653
21,0,0,random_rough,1,0.0031630282755941153,0.009741485118865967,0.5118101835250854
22,0,0,random_rough,2,0.04283057525753975,0.044324636459350586,0.34727397561073303
23,0,0,random_rough,3,0.0005744070513173938,-0.001502200961112976,0.21193243563175201
24,0,1,flat,0,0.0006000042194500566,0.0,0.6746063828468323
25,0,1,flat,1,0.0006324312416836619,0.002139568328857422,0.682299017906189
26,0,1,flat,2,0.0006907440838404,0.004610180854797363,0.6723436117172241
27,0,1,flat,3,0.0006519026355817914,0.0,0.6880176067352295
28,0,1,stairs_up,0,0.0008555998792871833,0.0,0.6274916529655457
29,0,1,stairs_up,1,0.0013696140376850963,0.007666468620300293,0.6035063862800598
30,0,1,stairs_up,2,0.0019337364938110113,-0.00985938310623169,0.5642935633659363
31,0,1,stairs_up,3,0.0017678093863651156,-0.006177186965942383,0.5404439568519592
32,0,1,stairs_down,0,0.0006186639075167477,0.0,0.6678548455238342
33,0,1,stairs_down,1,0.0009009068598970771,0.009092926979064941,0.6533505320549011
34,0,1,stairs_down,2,0.0006168857798911631,-0.0008335709571838379,0.6714985370635986
35,0,1,stairs_down,3,0.0007408098317682743,0.0006688833236694336,0.6655720472335815
