task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.00064705905970186,0.0,0.7311222553253174
1,0,0,flat,1,0.0005379202775657177,-0.0014429092407226562,0.7284623384475708
2,0,0,flat,2,0.0006476145936176181,0.0,0.7316378951072693
3,0,0,flat,3,0.0006621621432714164,0.0,0.7294582724571228
4,0,0,stairs_up,0,0.0007035068701952696,0.0,0.6887504458427429
5,0,0,stairs_up,1,0.003920737653970718,-0.004058837890625,0.666161835193634
6,0,0,stairs_up,2,0.0005907634040340781,0.0,0.6313697099685669
7,0,0,stairs_up,3,0.0007593350019305944,0.0,0.6444888710975647
8,0,0,stairs_down,0,0.0006209423299878836,0.0,0.6875628232955933
9,0,0,stairs_down,1,0.0004396332078613341,-0.005657494068145752,0.6644514799118042
10,0,0,stairs_down,2,0.0026036780327558517,0.0,0.6607098579406738
11,0,0,stairs_down,3,0.0009291919996030629,0.0011876821517944336,0.6667552590370178
12,0,0,slope_up,0,0.0004932464216835797,-0.0022600889205932617,0.7275513410568237
13,0,0,slope_up,1,0.0009401043062098324,0.002009749412536621,0.7264082431793213
14,0,0,slope_up,2,0.0006200853385962546,0.0,0.7262828350067139
15,0,0,slope_up,3,0.0006281474488787353,0.0,0.717110812664032
16,0,0,slope_down,0,0.0006267187418416142,0.0,0.728535532951355
17,0,0,slope_down,1,0.0006495907437056303,0.0,0.7248137593269348
18,0,0,slope_down,2,0.0004928273847326636,-0.0017146468162536621,0.7268730998039246
19,0,0,slope_down,3,0.0006514963461086154,0.0,0.7132759690284729
20,0,0,random_rough,0,0.0006385412998497486,0.0,0.7189050316810608
21,0,0,random_rough,1,0.0005099752452224493,-0.0018483996391296387,0.6640804409980774
22,0,0,random_rough,2,0.0007086427067406476,0.0,0.5921410322189331
23,0,0,random_rough,3,0.012032902799546719,-0.0339336097240448,0.4253363311290741
24,0,1,flat,0,0.0004728010972030461,-0.002445816993713379,0.7364441156387329
25,0,1,flat,1,0.0005002013640478253,-0.0021813511848449707,0.7372995615005493
26,0,1,flat,2,0.0006094701238907874,-0.0003458857536315918,0.7310728430747986
27,0,1,flat,3,0.0006306958384811878,0.0,0.7288185954093933
28,0,1,stairs_up,0,0.0006356966332532465,0.0,0.7180303335189819
29,0,1,stairs_up,1,0.0006368461763486266,0.0,0.6981355547904968
30,0,1,stairs_up,2,0.0006619539926759899,0.0,0.7012566924095154
31,0,1,stairs_up,3,0.005404032301157713,0.007667183876037598,0.6822580695152283
32,0,1,stairs_down,0,0.0006295290659181774,0.0,0.7256683111190796
