task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.0007519054342992604,0.0,0.7356871962547302
1,0,0,flat,1,0.000577078724745661,0.0,0.7278894782066345
2,0,0,flat,2,0.0005756499012932181,0.0,0.7305700182914734
3,0,0,flat,3,0.000602013198658824,0.0,0.7263078093528748
4,0,0,stairs_up,0,0.0010292709339410067,0.0030246376991271973,0.6735013723373413
5,0,0,stairs_up,1,0.0005212711403146386,0.0,0.610081672668457
6,0,0,stairs_up,2,0.0005243765190243721,0.0,0.6068161725997925
7,0,0,stairs_up,3,0.008555897511541843,0.018626809120178223,0.6170612573623657
8,0,0,stairs_down,0,0.0013614122290164232,0.0,0.639392077922821
9,0,0,stairs_down,1,0.0005124037270434201,0.0,0.5640929937362671
10,0,0,stairs_down,2,0.0005291913403198123,0.0,0.6215975284576416
11,0,0,stairs_down,3,0.0005102859577164054,-0.002186298370361328,0.6264822483062744
12,0,0,slope_up,0,0.001068015699274838,0.004940927028656006,0.7325625419616699
13,0,0,slope_up,1,0.001190405455417931,0.0051999688148498535,0.7351282835006714
14,0,0,slope_up,2,0.0005205375491641462,0.0,0.6383286714553833
15,0,0,slope_up,3,0.0005273789865896106,0.0,0.7005915641784668
16,0,0,slope_down,0,0.0010811560787260532,0.005951642990112305,0.7348018884658813
17,0,0,slope_down,1,0.0005205375491641462,0.0,0.6456613540649414
18,0,0,slope_down,2,0.0011040677782148123,0.005283176898956299,0.7395957112312317
19,0,0,slope_down,3,0.0008572029764764011,0.0021636486053466797,0.7281039953231812
20,0,0,random_rough,0,0.002026587724685669,0.00799185037612915,0.698684811592102
21,0,0,random_rough,1,0.001630433020181954,0.006933629512786865,0.6571106314659119
22,0,0,random_rough,2,0.00046946125803515315,-0.004846334457397461,0.5729291439056396
23,0,0,random_rough,3,0.0005206353962421417,0.0,0.37350359559059143
24,0,1,flat,0,0.0011689231032505631,0.004736423492431641,0.7386264801025391
25,0,1,flat,1,0.0005205375491641462,0.0,0.6513844132423401
26,0,1,flat,2,0.0006323252455331385,0.0,0.7326648235321045
27,0,1,flat,3,0.0011524043511599302,0.005112886428833008,0.739628791809082
28,0,1,stairs_up,0,0.002978153759613633,0.012248337268829346,0.7147448062896729
29,0,1,stairs_up,1,0.0008910283213481307,0.0015698075294494629,0.6350964903831482
30,0,1,stairs_up,2,0.0011616797419264913,0.005966842174530029,0.7037290334701538
31,0,1,stairs_up,3,0.001464055385440588,0.0,0.6726843118667603
32,0,1,stairs_down,0,0.0005205448833294213,0.0,0.6641189455986023
33,0,1,stairs_down,1,0.0018175081349909306,0.009242832660675049,0.718038022518158
34,0,1,stairs_down,2,0.0010559464571997523,0.001661539077758789,0.7132903337478638
35,0,1,stairs_down,3,0.001336991903372109,0.006021380424499512,0.7251445055007935
36,0,1,slope_up,0,0.0011760455090552568,0.0054198503494262695,0.7393298745155334
37,0,1,slope_up,1,0.0012301511596888304,0.0069304704666137695,0.731198787689209
38,0,1,slope_up,2,0.0007268593763001263,0.0,0.7197641134262085
39,0,1,slope_up,3,0.0012080316664651036,0.005965232849121094,0.7381943464279175
40,0,1,slope_down,0,0.0020209697540849447,0.008054137229919434,0.7230678796768188
41,0,1,slope_down,1,0.000633048068266362,0.0,0.7320931553840637
42,0,1,slope_down,2,0.0014725268119946122,0.007891356945037842,0.7216692566871643
43,0,1,slope_down,3,0.0007868402171880007,0.0,0.725749135017395
44,0,1,random_rough,0,0.0007570591405965388,0.0,0.7096089124679565
45,0,1,random_rough,1,0.0027107077185064554,0.01116877794265747,0.6525973081588745
46,0,1,random_rough,2,0.0016699082916602492,0.005652129650115967,0.5562163591384888
47,0,1,random_rough,3,0.0005235692369751632,0.0,0.37945854663848877
48,0,2,flat,0,0.001505586551502347,0.006602168083190918,0.7162474989891052
49,0,2,flat,1,0.0007890486158430576,0.0,0.7267526984214783
50,0,2,flat,2,0.0005205574561841786,0.0,0.6679744720458984
51,0,2,flat,3,0.0015582621563225985,0.007518887519836426,0.7252048850059509
52,0,2,stairs_up,0,0.001231914502568543,0.0038810372352600098,0.720725953578949
53,0,2,stairs_up,1,0.0005205375491641462,0.0,0.5950110554695129
54,0,2,stairs_up,2,0.000521355657838285,0.0,0.667075514793396
55,0,2,stairs_up,3,0.0016578632639721036,0.007645070552825928,0.7207434177398682
56,0,2,stairs_down,0,0.005224733147770166,0.013428926467895508,0.6911932826042175
57,0,2,stairs_down,1,0.0006925086490809917,0.0,0.7180330157279968
58,0,2,stairs_down,2,0.0006109009846113622,0.0,0.7103087902069092
59,0,2,stairs_down,3,0.0018135461723431945,0.00793445110321045,0.7162545919418335
60,0,2,slope_up,0,0.00104134704452008,0.0038860440254211426,0.725275993347168
61,0,2,slope_up,1,0.001876257942058146,0.008101582527160645,0.7238564491271973
62,0,2,slope_up,2,0.0006851644138805568,0.0,0.7283788323402405
63,0,2,slope_up,3,0.0010980814695358276,0.004217565059661865,0.72223961353302
64,0,2,slope_down,0,0.0009500941378064454,0.0038205981254577637,0.728321373462677
65,0,2,slope_down,1,0.001029112027026713,0.0040819644927978516,0.7233356237411499
66,0,2,slope_down,2,0.001309879939071834,0.005890071392059326,0.7316383123397827
67,0,2,slope_down,3,0.0024739208165556192,0.008388519287109375,0.7136448621749878
68,0,2,random_rough,0,0.0011528301984071732,0.005329430103302002,0.7133941650390625
69,0,2,random_rough,1,0.004203615244477987,0.01225346326828003,0.6175937652587891
70,0,2,random_rough,2,0.000682216661516577,-0.0015306472778320312,0.5461064577102661
71,0,2,random_rough,3,0.001991097815334797,0.009702116250991821,0.3419261574745178
72,0,3,flat,0,0.0005205375491641462,0.0,0.6110689640045166
73,0,3,flat,1,0.0005436456413008273,0.0,0.7047587633132935
74,0,3,flat,2,0.0013175037456676364,0.005764961242675781,0.7200522422790527
75,0,3,flat,3,0.0016858091112226248,0.007572829723358154,0.7173950672149658
76,0,3,stairs_up,0,0.0011741694761440158,0.00592494010925293,0.7130273580551147
77,0,3,stairs_up,1,0.0014799516648054123,0.0061217546463012695,0.7102532386779785
78,0,3,stairs_up,2,0.0011971244821324944,0.0043299198150634766,0.712195873260498
79,0,3,stairs_up,3,0.0017883679829537868,0.008358538150787354,0.6948564648628235
80,0,3,stairs_down,0,0.0013028971152380109,0.0055748820304870605,0.7172058820724487
81,0,3,stairs_down,1,0.0019434585701674223,0.009966731071472168,0.7065104246139526
82,0,3,stairs_down,2,0.0011713694548234344,0.004195868968963623,0.7126355767250061
83,0,3,stairs_down,3,0.0005467665614560246,0.0,0.7020912170410156
84,0,3,slope_up,0,0.0014530087355524302,0.007216393947601318,0.7178745269775391
85,0,3,slope_up,1,0.0010803034529089928,0.00403517484664917,0.7193816304206848
86,0,3,slope_up,2,0.0014208895154297352,0.006621301174163818,0.7192508578300476
87,0,3,slope_up,3,0.0014329791301861405,0.006101250648498535,0.7154244780540466
88,0,3,slope_down,0,0.0011152453953400254,0.0047476887702941895,0.7219451069831848
89,0,3,slope_down,1,0.0011108909966424108,0.005406558513641357,0.7192728519439697
90,0,3,slope_down,2,0.0015891192015260458,0.006333291530609131,0.7108288407325745
91,0,3,slope_down,3,0.0007310612127184868,0.0,0.7084679007530212
92,0,3,random_rough,0,0.0011506731389090419,0.005356550216674805,0.7010892629623413
93,0,3,random_rough,1,0.0017526119481772184,0.007861971855163574,0.624008297920227
94,0,3,random_rough,2,0.002094101859256625,0.005749881267547607,0.5209566354751587
95,0,3,random_rough,3,0.0005152403609827161,0.0,0.26456472277641296
96,0,4,flat,0,0.0009637556504458189,0.002873063087463379,0.705762505531311
97,0,4,flat,1,0.001821349374949932,0.008505940437316895,0.6972159147262573
98,0,4,flat,2,0.0019236463122069836,0.008477091789245605,0.6978499889373779
99,0,4,flat,3,0.03215267136693001,0.026522278785705566,0.6122654676437378
100,0,4,stairs_up,0,0.0006021609879098833,0.0,0.6854933500289917
101,0,4,stairs_up,1,0.0008588601485826075,0.0,0.6822327971458435
102,0,4,stairs_up,2,0.0006503518670797348,-0.0005630850791931152,0.6769569516181946
103,0,4,stairs_up,3,0.0012653972953557968,0.0049852728843688965,0.7000370621681213
104,0,4,stairs_down,0,0.0035915239714086056,0.011821746826171875,0.683371365070343
105,0,4,stairs_down,1,0.0016766444314271212,0.006784617900848389,0.6975509524345398
106,0,4,stairs_down,2,0.0011537442915141582,0.004925906658172607,0.7082257866859436
107,0,4,stairs_down,3,0.0008724911604076624,0.0,0.6959942579269409
108,0,4,slope_up,0,0.0010364778572693467,0.0041727423667907715,0.7059155702590942
109,0,4,slope_up,1,0.0022161786910146475,0.009095847606658936,0.6936894655227661
110,0,4,slope_up,2,0.0009342541452497244,0.002308070659637451,0.7015678882598877
111,0,4,slope_up,3,0.0018367805751040578,0.009395956993103027,0.6940010190010071
112,0,4,slope_down,0,0.0005515939556062222,0.0,0.6760598421096802
113,0,4,slope_down,1,0.0014793782029300928,0.006196439266204834,0.7029987573623657
114,0,4,slope_down,2,0.0011401755036786199,0.0063727498054504395,0.702355682849884
115,0,4,slope_down,3,0.002144335303455591,0.010090231895446777,0.6977602243423462
116,0,4,random_rough,0,0.0007612307672388852,0.0,0.6806648373603821
117,0,4,random_rough,1,0.0005168156349100173,0.0,0.5391615629196167
118,0,4,random_rough,2,0.0010756163392215967,-0.000102996826171875,0.507697582244873
119,0,4,random_rough,3,0.0011087487218901515,-0.01069939136505127,0.2786117494106293
120,1,0,flat,0,0.0006700079538859427,0.0,0.6899216771125793
121,1,0,flat,1,0.002914285287261009,0.009287595748901367,0.6645286083221436
122,1,0,flat,2,0.0006722021498717368,0.0,0.6826634407043457
123,1,0,flat,3,0.001769288326613605,0.00958240032196045,0.6836006045341492
124,1,0,stairs_up,0,0.004103945568203926,0.0,0.538464367389679
125,1,0,stairs_up,1,0.0006233660387806594,0.0,0.4930654764175415
126,1,0,stairs_up,2,0.005621856078505516,0.016263127326965332,0.5079103708267212
127,1,0,stairs_up,3,0.0005800735088996589,0.0,0.4888555109500885
128,1,0,stairs_down,0,0.0008189161890186369,0.0007910728454589844,0.5487591028213501
129,1,0,stairs_down,1,0.012294117361307144,0.021154314279556274,0.4403771460056305
130,1,0,stairs_down,2,0.003666360629722476,0.014199614524841309,0.38289642333984375
131,1,0,stairs_down,3,0.0005180584848858416,0.0,0.3749624490737915
132,1,0,slope_up,0,0.0013837021542713046,0.006608128547668457,0.6913917064666748
133,1,0,slope_up,1,0.0012051553931087255,0.005798697471618652,0.6930519342422485
134,1,0,slope_up,2,0.0005672950646840036,0.0,0.6561970114707947
135,1,0,slope_up,3,0.0005225767963565886,0.0,0.6432192921638489
136,1,0,slope_down,0,0.0007210826152004302,0.0,0.6833595633506775
137,1,0,slope_down,1,0.0005205375491641462,0.0,0.5949793457984924
138,1,0,slope_down,2,0.007812307681888342,0.018066346645355225,0.6224431991577148
139,1,0,slope_down,3,0.000806566618848592,-0.0029683709144592285,0.6666092276573181
140,1,0,random_rough,0,0.0010130336740985513,0.002472102642059326,0.6541976928710938
141,1,0,random_rough,1,0.0026329916436225176,0.008148014545440674,0.583767831325531
142,1,0,random_rough,2,0.004003315698355436,0.014608234167098999,0.4718253016471863
143,1,0,random_rough,3,0.0010997356148436666,0.002819538116455078,0.28409481048583984
144,1,1,flat,0,0.008598697371780872,0.019132614135742188,0.6321792006492615
145,1,1,flat,1,0.006104262545704842,0.015952110290527344,0.666597843170166
146,1,1,flat,2,0.0031845970079302788,0.01092153787612915,0.6693493127822876
147,1,1,flat,3,0.012821015901863575,0.02138960361480713,0.6298732757568359
148,1,1,stairs_up,0,0.005090599413961172,0.015219390392303467,0.5563055872917175
149,1,1,stairs_up,1,0.0005205375491641462,0.0,0.44673722982406616
150,1,1,stairs_up,2,0.0009266106644645333,0.0046539306640625,0.5288523435592651
151,1,1,stairs_up,3,0.0012079620501026511,0.0008515119552612305,0.5127454400062561
