task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.0012693600729107857,0.006677567958831787,0.7239961624145508
1,0,0,flat,1,0.001506214146502316,0.0074506402015686035,0.7147700190544128
2,0,0,flat,2,0.0009140262263827026,0.0045830607414245605,0.7232014536857605
3,0,0,flat,3,0.0007302549201995134,0.0,0.7196334600448608
4,0,0,stairs_up,0,0.0006065971683710814,0.0,0.672346293926239
5,0,0,stairs_up,1,0.0010685778688639402,0.004637300968170166,0.6294883489608765
6,0,0,stairs_up,2,0.0020766162779182196,0.009319305419921875,0.6324849128723145
7,0,0,stairs_up,3,0.0007880713092163205,0.0004509091377258301,0.6484015583992004
8,0,0,stairs_down,0,0.0020951004698872566,0.007601022720336914,0.6463590860366821
9,0,0,stairs_down,1,0.0011386086698621511,0.006414949893951416,0.6317741870880127
10,0,0,stairs_down,2,0.008656986989080906,0.017268657684326172,0.6267681121826172
11,0,0,stairs_down,3,0.00026875283219851553,-0.009052634239196777,0.6088482737541199
12,0,0,slope_up,0,0.0007700949208810925,0.003383159637451172,0.7226254940032959
13,0,0,slope_up,1,0.0010908190160989761,0.004445910453796387,0.7227074503898621
14,0,0,slope_up,2,0.0005046249134466052,0.0,0.7061795592308044
15,0,0,slope_up,3,0.0005986710311844945,0.0,0.7081624269485474
16,0,0,slope_down,0,0.0005450233002193272,0.0,0.7170762419700623
17,0,0,slope_down,1,0.000504062685649842,0.0,0.6929088830947876
18,0,0,slope_down,2,0.0007077143527567387,0.0,0.7135953903198242
19,0,0,slope_down,3,0.001273764413781464,0.007166147232055664,0.709243655204773
20,0,0,random_rough,0,0.0005951537750661373,0.0,0.7037762403488159
21,0,0,random_rough,1,0.002417005365714431,0.008958399295806885,0.6406373977661133
22,0,0,random_rough,2,0.000645659223664552,-0.00321274995803833,0.5560672283172607
23,0,0,random_rough,3,0.013233808800578117,0.019449293613433838,0.4469018578529358
24,0,1,flat,0,0.0011592275695875287,0.006169795989990234,0.7187118530273438
25,0,1,flat,1,0.0006742898840457201,0.0,0.7204559445381165
26,0,1,flat,2,0.0007538097561337054,0.0023885369300842285,0.7295162677764893
27,0,1,flat,3,0.0005772297154180706,0.0,0.7094340324401855
28,0,1,stairs_up,0,0.0008034177590161562,0.0,0.704351007938385
29,0,1,stairs_up,1,0.0008935655350796878,0.0,0.6691868305206299
30,0,1,stairs_up,2,0.001707151997834444,0.007402956485748291,0.7114676833152771
31,0,1,stairs_up,3,0.0005011485773138702,0.0,0.6465533375740051
32,0,1,stairs_down,0,0.0009288261062465608,0.002566516399383545,0.7191062569618225
33,0,1,stairs_down,1,0.0006932835094630718,0.0,0.7073838710784912
34,0,1,stairs_down,2,0.0005032536573708057,0.0,0.6733696460723877
35,0,1,stairs_down,3,0.0005039630341343582,0.0,0.6996607184410095
36,0,1,slope_up,0,0.0008206608472391963,0.003387928009033203,0.7310290336608887
37,0,1,slope_up,1,0.0006079809973016381,0.0,0.7256974577903748
38,0,1,slope_up,2,0.0012953514233231544,0.005336165428161621,0.7200263142585754
39,0,1,slope_up,3,0.0008529472397640347,0.0,0.7196162343025208
40,0,1,slope_down,0,0.0010258563561365008,0.005046546459197998,0.7234853506088257
41,0,1,slope_down,1,0.0006394453812390566,0.0,0.7304704785346985
42,0,1,slope_down,2,0.0009084249031729996,0.003140866756439209,0.7245659828186035
43,0,1,slope_down,3,0.0007109100697562099,0.0,0.7219364643096924
44,0,1,random_rough,0,0.0005032868357375264,0.0,0.6788197755813599
45,0,1,random_rough,1,0.0016843671910464764,0.008594393730163574,0.6421099901199341
46,0,1,random_rough,2,0.0010153711773455143,0.0025033950805664062,0.5622332096099854
47,0,1,random_rough,3,0.005379349924623966,-0.041915714740753174,0.3711264729499817
48,0,2,flat,0,0.0008289252291433513,0.0,0.696584939956665
49,0,2,flat,1,0.0008137035765685141,0.00363236665725708,0.721885085105896
50,0,2,flat,2,0.0009721855167299509,0.005106806755065918,0.7202730774879456
51,0,2,flat,3,0.0006066386704333127,0.0,0.7234957218170166
52,0,2,stairs_up,0,0.001154041150584817,0.005801498889923096,0.723225474357605
53,0,2,stairs_up,1,0.0016340172151103616,0.008357524871826172,0.7120598554611206
54,0,2,stairs_up,2,0.0005032535991631448,0.0,0.6521480083465576
55,0,2,stairs_up,3,0.0009403183939866722,0.004646897315979004,0.7115671038627625
