task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.0008178760763257742,0.0,0.6840803623199463
1,0,0,flat,1,0.001068145502358675,0.0016310811042785645,0.6829401850700378
2,0,0,flat,2,0.000773625448346138,0.0,0.6805342435836792
3,0,0,flat,3,0.0008380714571103454,0.0,0.6795880198478699
4,0,0,stairs_up,0,0.003190266666933894,0.0,0.6262721419334412
5,0,0,stairs_up,1,0.0006499430164694786,0.0,0.5853383541107178
6,0,0,stairs_up,2,0.0007735828985460103,0.0,0.6000093221664429
7,0,0,stairs_up,3,0.0007735714898444712,0.0,0.5590806007385254
8,0,0,stairs_down,0,0.0007735181134194136,0.0,0.6171523928642273
9,0,0,stairs_down,1,0.012534020468592644,0.011028826236724854,0.5681430101394653
10,0,0,stairs_down,2,0.0007705831085331738,0.0,0.5814037322998047
11,0,0,stairs_down,3,0.011904893442988396,0.010861098766326904,0.5847868919372559
12,0,0,slope_up,0,0.0007733918027952313,0.0,0.6787207126617432
13,0,0,slope_up,1,0.001044922973960638,0.0016320347785949707,0.6818532347679138
14,0,0,slope_up,2,0.0010967823909595609,0.0017439723014831543,0.678869903087616
15,0,0,slope_up,3,0.0007734693353995681,0.0,0.6674283742904663
16,0,0,slope_down,0,0.0011493783676996827,0.0005607008934020996,0.6790140867233276
17,0,0,slope_down,1,0.0010859936010092497,0.0014932751655578613,0.6785233020782471
18,0,0,slope_down,2,0.0011263502528890967,0.0011203289031982422,0.6793620586395264
19,0,0,slope_down,3,0.0011892045149579644,0.0,0.6789469718933105
20,0,0,random_rough,0,0.0010213853092864156,0.0016027092933654785,0.6562644243240356
21,0,0,random_rough,1,0.0006091792020015419,-0.0018146038055419922,0.5983279347419739
22,0,0,random_rough,2,0.0007129219593480229,0.0,0.5218778252601624
23,0,0,random_rough,3,0.007220841478556395,0.008725672960281372,0.37080106139183044
24,0,1,flat,0,0.0011886655120179057,0.002344846725463867,0.6866871118545532
25,0,1,flat,1,0.0009181718924082816,0.0,0.6814939975738525
26,0,1,flat,2,0.0013717554975301027,0.002985656261444092,0.6861594319343567
27,0,1,flat,3,0.0008099098922684789,0.0,0.684008002281189
28,0,1,stairs_up,0,0.0015464546158909798,0.0035396218299865723,0.645300567150116
29,0,1,stairs_up,1,0.000773509731516242,0.0,0.6226205825805664
30,0,1,stairs_up,2,0.00105761899612844,-0.0014472603797912598,0.6369335651397705
31,0,1,stairs_up,3,0.0023240542504936457,0.0015205740928649902,0.6662526726722717
32,0,1,stairs_down,0,0.0005446621798910201,-0.002496659755706787,0.6684660315513611
33,0,1,stairs_down,1,0.003034027758985758,0.006164908409118652,0.6709526777267456
34,0,1,stairs_down,2,0.0011558299884200096,0.0022208094596862793,0.6728182435035706
35,0,1,stairs_down,3,0.0007052003056742251,-0.002142012119293213,0.673753023147583
36,0,1,slope_up,0,0.0010411470429971814,0.0009652376174926758,0.6814831495285034
37,0,1,slope_up,1,0.0008787502883933485,0.0,0.6846256256103516
38,0,1,slope_up,2,0.0010256684618070722,0.0016243457794189453,0.6842753887176514
39,0,1,slope_up,3,0.0007734874961897731,0.0,0.6863622665405273
40,0,1,slope_down,0,0.0007735820836387575,0.0,0.6837923526763916
41,0,1,slope_down,1,0.001127743162214756,0.0015010237693786621,0.6850532293319702
42,0,1,slope_down,2,0.0011444513220340014,0.002073526382446289,0.6912190914154053
43,0,1,slope_down,3,0.0011862373212352395,0.002346038818359375,0.6828320622444153
44,0,1,random_rough,0,0.0013109025312587619,0.0027710795402526855,0.6625396013259888
45,0,1,random_rough,1,0.0012461550068110228,0.002578258514404297,0.5876365303993225
46,0,1,random_rough,2,0.0008023170521482825,0.00023287534713745117,0.5118481516838074
47,0,1,random_rough,3,0.0007374528213404119,0.0,0.3379727005958557
48,0,2,flat,0,0.0008530490449629724,0.0006066560745239258,0.6836471557617188
49,0,2,flat,1,0.0009411282953806221,0.0011577606201171875,0.6773181557655334
50,0,2,flat,2,0.0007735829567536712,0.0,0.6792938709259033
51,0,2,flat,3,0.0011097048409283161,0.0,0.6829452514648438
52,0,2,stairs_up,0,0.0008589625940658152,0.0,0.66288161277771
53,0,2,stairs_up,1,0.0007735742256045341,0.0,0.6328097581863403
54,0,2,stairs_up,2,0.000763549585826695,-0.00014191865921020508,0.6521480083465576
55,0,2,stairs_up,3,0.0014109894400462508,0.002489030361175537,0.6656878590583801
56,0,2,stairs_down,0,0.0014157751575112343,0.0030878186225891113,0.6735055446624756
57,0,2,stairs_down,1,0.0014996714890003204,0.003053724765777588,0.674917459487915
58,0,2,stairs_down,2,0.0008950146730057895,0.00048363208770751953,0.672415018081665
59,0,2,stairs_down,3,0.0007867327076382935,0.0,0.6698057055473328
60,0,2,slope_up,0,0.0009472911478951573,0.0004506111145019531,0.6837974786758423
61,0,2,slope_up,1,0.0007921598735265434,0.0,0.6817848682403564
62,0,2,slope_up,2,0.0012471569934859872,0.001505732536315918,0.681842565536499
63,0,2,slope_up,3,0.001173345372080803,0.0023020505905151367,0.6758112907409668
64,0,2,slope_down,0,0.0007738335989415646,0.0,0.6786117553710938
65,0,2,slope_down,1,0.002088584704324603,0.004477262496948242,0.6732916831970215
66,0,2,slope_down,2,0.0013344540493562818,0.0028072595596313477,0.6798365712165833
67,0,2,slope_down,3,0.0013596549397334456,0.002954244613647461,0.6819952130317688
68,0,2,random_rough,0,0.001175491837784648,0.0020885467529296875,0.6558104753494263
69,0,2,random_rough,1,0.0007735795225016773,0.0,0.5921968221664429
70,0,2,random_rough,2,0.0013078023912385106,-0.008337020874023438,0.48232269287109375
71,0,2,random_rough,3,0.00042088504415005445,-0.021423250436782837,0.3056313097476959
72,0,3,flat,0,0.0010509269777685404,0.0015349388122558594,0.6701490879058838
73,0,3,flat,1,0.0012573028216138482,0.002503335475921631,0.6732553839683533
74,0,3,flat,2,0.001400923472829163,0.0020999908447265625,0.6728154420852661
75,0,3,flat,3,0.0007402851479128003,0.0,0.6751196384429932
76,0,3,stairs_up,0,0.0007445123046636581,0.0,0.6649644374847412
77,0,3,stairs_up,1,0.004027132410556078,0.006460309028625488,0.6485689282417297
78,0,3,stairs_up,2,0.0009146449738182127,0.0010228157043457031,0.6611220240592957
79,0,3,stairs_up,3,0.0006235971231944859,-0.003603041172027588,0.6397827863693237
80,0,3,stairs_down,0,0.001116487430408597,0.0017664432525634766,0.6689379215240479
81,0,3,stairs_down,1,0.0007752440287731588,-0.001676023006439209,0.6696102023124695
82,0,3,stairs_down,2,0.00132585852406919,0.0012832880020141602,0.6643961668014526
83,0,3,stairs_down,3,0.0007791813113726676,0.0,0.6582955718040466
84,0,3,slope_up,0,0.0010066843824461102,0.0015268325805664062,0.6693660020828247
85,0,3,slope_up,1,0.0008865470299497247,0.000917971134185791,0.669999897480011
86,0,3,slope_up,2,0.0017636342672631145,0.004094302654266357,0.6655892133712769
87,0,3,slope_up,3,0.0009074886329472065,0.0005526542663574219,0.6663709878921509
88,0,3,slope_down,0,0.0008654618286527693,0.0005982518196105957,0.6675332188606262
89,0,3,slope_down,1,0.0010555409826338291,-5.644559860229492e-05,0.6671389937400818
90,0,3,slope_down,2,0.0007736306288279593,0.0,0.6668088436126709
91,0,3,slope_down,3,0.0007735718390904367,0.0,0.6667449474334717
92,0,3,random_rough,0,0.0007978633511811495,0.00019121170043945312,0.6429473757743835
93,0,3,random_rough,1,0.0006835838430561125,-0.001174330711364746,0.5761383175849915
94,0,3,random_rough,2,0.007072780281305313,0.008580833673477173,0.4597892761230469
95,0,3,random_rough,3,0.006774706766009331,0.0084933340549469,0.29735344648361206
96,0,4,flat,0,0.0010491219582036138,0.0016642212867736816,0.6522794961929321
97,0,4,flat,1,0.0012990795075893402,0.003026127815246582,0.6597828269004822
98,0,4,flat,2,0.0011804081732407212,0.0012955665588378906,0.6601205468177795
99,0,4,flat,3,0.0007694250671193004,0.0,0.6527649164199829
100,0,4,stairs_up,0,0.0007616758230142295,0.0,0.6399365067481995
101,0,4,stairs_up,1,0.003193209646269679,0.006142377853393555,0.6477454304695129
102,0,4,stairs_up,2,0.00232094619423151,0.0017731785774230957,0.6389151215553284
103,0,4,stairs_up,3,0.0007736686966381967,0.0,0.6269617080688477
104,0,4,stairs_down,0,0.014306486584246159,0.011486589908599854,0.6253803968429565
105,0,4,stairs_down,1,0.0008091313065961003,-0.00045299530029296875,0.655135452747345
106,0,4,stairs_down,2,0.0009925381746143103,0.0014525055885314941,0.6464841365814209
107,0,4,stairs_down,3,0.0013192814076319337,0.0018434524536132812,0.657274067401886
108,0,4,slope_up,0,0.001009918749332428,0.00015419721603393555,0.6582140326499939
109,0,4,slope_up,1,0.000888977141585201,0.0008620619773864746,0.6537587642669678
110,0,4,slope_up,2,0.0006642108201049268,0.0,0.6518736481666565
111,0,4,slope_up,3,0.0009226439287886024,0.0,0.659588098526001
112,0,4,slope_down,0,0.0008674238342791796,0.0006279349327087402,0.6495023369789124
113,0,4,slope_down,1,0.001031787134706974,0.0,0.6541507244110107
114,0,4,slope_down,2,0.0007626406149938703,0.0,0.6559492349624634
115,0,4,slope_down,3,0.000743335229344666,0.0,0.648155152797699
116,0,4,random_rough,0,0.0012795631773769855,0.0027006864547729492,0.6298394799232483
117,0,4,random_rough,1,0.0008280571782961488,-0.0018512606620788574,0.5540281534194946
118,0,4,random_rough,2,0.0007802099571563303,0.0,0.44772177934646606
119,0,4,random_rough,3,0.0007735731778666377,0.0,0.2692983150482178
120,1,0,flat,0,0.0020185536704957485,0.0041429996490478516,0.6405024528503418
121,1,0,flat,1,0.0008971797069534659,0.0,0.6361473202705383
122,1,0,flat,2,0.0012146051740273833,0.0006200075149536133,0.6332164406776428
123,1,0,flat,3,0.0007738211425021291,0.0,0.6330360174179077
124,1,0,stairs_up,0,0.0007296366966329515,0.0,0.5316582322120667
125,1,0,stairs_up,1,0.0008651861571706831,0.0006889104843139648,0.4750838577747345
126,1,0,stairs_up,2,0.0004031729476992041,-0.012438923120498657,0.45273688435554504
127,1,0,stairs_up,3,0.014792496338486671,0.011515974998474121,0.47210681438446045
128,1,0,stairs_down,0,0.0007857472519390285,0.0,0.5124219655990601
129,1,0,stairs_down,1,0.0007735183462500572,0.0,0.41180121898651123
130,1,0,stairs_down,2,0.0007709745550528169,0.0,0.4065059721469879
131,1,0,stairs_down,3,0.002358479658141732,0.005403965711593628,0.3806144893169403
132,1,0,slope_up,0,0.0007739197462797165,0.0,0.6368998885154724
133,1,0,slope_up,1,0.0009150543482974172,0.0014632940292358398,0.6282966732978821
134,1,0,slope_up,2,0.0007735780673101544,0.0,0.6059263944625854
135,1,0,slope_up,3,0.0010949833085760474,0.0022634267807006836,0.6155763864517212
136,1,0,slope_down,0,0.0014209405053406954,0.0031706690788269043,0.6340497136116028
137,1,0,slope_down,1,0.0007545767584815621,0.0,0.624893307685852
138,1,0,slope_down,2,0.0007735574617981911,0.0,0.6223563551902771
139,1,0,slope_down,3,0.0008871802710928023,0.0004801750183105469,0.6100521087646484
140,1,0,random_rough,0,0.0007735796389169991,0.0,0.6178986430168152
141,1,0,random_rough,1,0.0006212903535924852,-0.002519845962524414,0.547508180141449
142,1,0,random_rough,2,0.007736737374216318,0.009386062622070312,0.4453698694705963
143,1,0,random_rough,3,0.004196983762085438,0.00197485089302063,0.25371265411376953
144,1,1,flat,0,0.0009359584655612707,0.0001347661018371582,0.6347376108169556
145,1,1,flat,1,0.0007735796389169991,0.0,0.6403266787528992
146,1,1,flat,2,0.0009093644330278039,0.0,0.6329843997955322
147,1,1,flat,3,0.0012584186624735594,0.0022044777870178223,0.635882556438446
148,1,1,stairs_up,0,0.0005417908541858196,-0.0029691457748413086,0.5309314727783203
149,1,1,stairs_up,1,0.0006719041848555207,-0.000992506742477417,0.476054847240448
150,1,1,stairs_up,2,0.0019057398894801736,0.0034095048904418945,0.49925437569618225
151,1,1,stairs_up,3,0.000277157174423337,-0.012258440256118774,0.47251516580581665
152,1,1,stairs_down,0,0.0007734960527159274,0.0,0.5698172450065613
153,1,1,stairs_down,1,0.0007735721883364022,0.0,0.5027475357055664
154,1,1,stairs_down,2,0.001686900039203465,0.0,0.5403075814247131
155,1,1,stairs_down,3,0.0018684265669435263,0.0,0.5338466167449951
156,1,1,slope_up,0,0.001107550342567265,0.0,0.6302903890609741
157,1,1,slope_up,1,0.0013259884435683489,0.0029597878456115723,0.634162187576294
158,1,1,slope_up,2,0.0008930485346354544,-0.0005589723587036133,0.6209155321121216
159,1,1,slope_up,3,0.0019040873739868402,0.004375338554382324,0.6203868389129639
160,1,1,slope_down,0,0.000890578783582896,0.0,0.6312934160232544
161,1,1,slope_down,1,0.0022289762273430824,0.005019724369049072,0.6262490153312683
162,1,1,slope_down,2,0.0021579682361334562,0.0048941969871521,0.6332316398620605
163,1,1,slope_down,3,0.0008651660173200071,0.0,0.6304740309715271
164,1,1,random_rough,0,0.0007735529216006398,0.0,0.6006717681884766
165,1,1,random_rough,1,0.0007735805702395737,0.0,0.5247025489807129
166,1,1,random_rough,2,0.0007557114586234093,-0.002722024917602539,0.43336158990859985
167,1,1,random_rough,3,0.0008767048129811883,0.0,0.2361743450164795
168,1,2,flat,0,0.0007735490798950195,0.0,0.6216139197349548
169,1,2,flat,1,0.0008228436927311122,0.0,0.621018648147583
170,1,2,flat,2,0.0007835380965843797,0.00034821033477783203,0.6242804527282715
171,1,2,flat,3,0.0007747483905404806,0.0,0.6311226487159729
172,1,2,stairs_up,0,0.0007717109401710331,0.0,0.5101872086524963
173,1,2,stairs_up,1,0.0021039482671767473,0.004796147346496582,0.5000804662704468
174,1,2,stairs_up,2,0.0005572859081439674,-0.006756842136383057,0.5366548299789429
175,1,2,stairs_up,3,0.0036458654794842005,0.006479620933532715,0.5316984057426453
176,1,2,stairs_down,0,0.0012867567129433155,0.0027238130569458008,0.5944347381591797
177,1,2,stairs_down,1,0.00038673842209391296,-0.019310712814331055,0.53858482837677
178,1,2,stairs_down,2,0.001176634686999023,0.0,0.5726795792579651
179,1,2,stairs_down,3,0.0007388031226582825,0.0,0.5821163654327393
180,1,2,slope_up,0,0.0007159067899920046,-0.0006858706474304199,0.6217847466468811
181,1,2,slope_up,1,0.0007567863212898374,0.0,0.6205817461013794
182,1,2,slope_up,2,0.0009174905717372894,0.0011138319969177246,0.6224427819252014
183,1,2,slope_up,3,0.0005338501068763435,-0.005482792854309082,0.6125319004058838
184,1,2,slope_down,0,0.0007138059008866549,0.0,0.615760087966919
185,1,2,slope_down,1,0.001542586018331349,0.003528773784637451,0.619519829750061
186,1,2,slope_down,2,0.0008961043204180896,0.0009078383445739746,0.617994487285614
187,1,2,slope_down,3,0.0007721952279098332,0.0,0.6160212755203247
188,1,2,random_rough,0,0.0007746174233034253,0.0,0.5915006399154663
189,1,2,random_rough,1,0.0007375158602371812,0.0,0.49365848302841187
190,1,2,random_rough,2,0.011430448852479458,0.0,0.4077763557434082
