task_id,vx_bin,yaw_bin,terrain_type,terrain_level,probability,learning_progress,reward_ema
0,0,0,flat,0,0.001094165607355535,0.011980712413787842,0.6135117411613464
1,0,0,flat,1,0.0020573055371642113,0.021883904933929443,0.6109808087348938
2,0,0,flat,2,0.0015354010974988341,0.01961362361907959,0.6287080645561218
3,0,0,flat,3,0.001510309986770153,0.019206583499908447,0.6200518608093262
4,0,0,stairs_up,0,0.0007557775243185461,0.005128800868988037,0.5459414124488831
5,0,0,stairs_up,1,0.0003970474353991449,-0.007974684238433838,0.4736558198928833
6,0,0,stairs_up,2,0.0038437291514128447,-0.05288061499595642,0.4311835467815399
7,0,0,stairs_up,3,0.0005062541458755732,0.0,0.39496803283691406
8,0,0,stairs_down,0,0.003988490905612707,0.03403973579406738,0.5687350630760193
9,0,0,stairs_down,1,0.0006916009588167071,-0.0053942203521728516,0.5434503555297852
10,0,0,stairs_down,2,0.001604858785867691,0.006020486354827881,0.56477290391922
11,0,0,stairs_down,3,0.0014869202859699726,0.01644289493560791,0.5701117515563965
12,0,0,slope_up,0,0.0011828659335151315,0.014819085597991943,0.5993447303771973
13,0,0,slope_up,1,0.0029529910534620285,0.029981374740600586,0.5954008102416992
14,0,0,slope_up,2,0.0010470220586284995,0.005215167999267578,0.6062233448028564
15,0,0,slope_up,3,0.0013123496901243925,0.01802194118499756,0.5937572121620178
16,0,0,slope_down,0,0.0016439768951386213,0.01846611499786377,0.6141058802604675
17,0,0,slope_down,1,0.05061088874936104,0.06707695126533508,0.4227740466594696
18,0,0,slope_down,2,0.002317438367754221,0.026481151580810547,0.618966817855835
19,0,0,slope_down,3,0.0018863340374082327,0.023043155670166016,0.6044554710388184
20,0,0,random_rough,0,0.0016653756611049175,0.01438438892364502,0.5783945322036743
21,0,0,random_rough,1,0.000597065722104162,0.0,0.48192015290260315
22,0,0,random_rough,2,0.0008102527935989201,-0.01595926284790039,0.3458433449268341
23,0,0,random_rough,3,0.0014224520418792963,0.016479283571243286,0.2854292094707489
24,0,1,flat,0,0.001666742260567844,0.01942598819732666,0.58636873960495
25,0,1,flat,1,0.0020784323569387197,0.022439122200012207,0.5844103097915649
26,0,1,flat,2,0.0019897217862308025,0.02384662628173828,0.5909794569015503
27,0,1,flat,3,0.002657960169017315,0.02685779333114624,0.5683473944664001
28,0,1,stairs_up,0,0.0020884599070996046,0.023667961359024048,0.48748162388801575
29,0,1,stairs_up,1,0.00046203660895116627,-0.015613466501235962,0.4243740439414978
30,0,1,stairs_up,2,0.003659134963527322,-0.05050301551818848,0.4075624942779541
