task_id,vx_bin,vy_bin,yaw_bin,probability,learning_progress,reward_ema
0,0,0,0,0.0014625064795836806,0.0007425546646118164,0.8410789966583252
1,0,0,1,0.0012627713149413466,0.0008127093315124512,0.8474383354187012
2,0,0,2,0.001176304416731,0.0,0.8418986797332764
3,0,0,3,0.0009206668473780155,-0.002874314785003662,0.8346631526947021
4,0,0,4,0.0010900215711444616,0.0,0.8101980686187744
5,0,0,5,0.001060147420503199,0.0,0.7806329727172852
6,0,0,6,0.0019346647895872593,0.0031455159187316895,0.7648434638977051
7,0,0,7,0.0011652117827907205,-0.006799578666687012,0.7258421778678894
8,0,0,8,0.0010939179919660091,0.0,0.6920617818832397
9,0,0,9,0.0010563101386651397,-0.0009818077087402344,0.6684505939483643
10,0,1,0,0.0010866153752431273,0.0,0.8309430480003357
11,0,1,1,0.0012034926330670714,0.0,0.8334845304489136
12,0,1,2,0.0011297267628833652,0.0,0.8339669108390808
13,0,1,3,0.02060314081609249,0.010243117809295654,0.7883946895599365
14,0,1,4,0.0012695195619016886,0.0005570054054260254,0.8018082976341248
15,0,1,5,0.0018550616223365068,0.0019927024841308594,0.7762110233306885
16,0,1,6,0.0018168104579672217,0.0011284351348876953,0.7443172335624695
17,0,1,7,0.001246015657670796,-0.005864083766937256,0.7108738422393799
18,0,1,8,0.0010854459833353758,0.0,0.6683448553085327
19,0,1,9,0.0020122539717704058,0.0014597177505493164,0.6575111746788025
20,0,2,0,0.0017758399480953813,0.0024756193161010742,0.8049819469451904
21,0,2,1,0.0012972833355888724,0.00022298097610473633,0.8122273683547974
22,0,2,2,0.001427588053047657,0.0007790923118591309,0.8096787929534912
23,0,2,3,0.0013875829754397273,-0.004239439964294434,0.7825790047645569
24,0,2,4,0.004148406442254782,0.0,0.7570269107818604
25,0,2,5,0.0009491337114013731,-0.0003571510314941406,0.7340545058250427
26,0,2,6,0.0014515648363158107,-0.0064299702644348145,0.701942503452301
27,0,2,7,0.0009217067272402346,-0.00911092758178711,0.6621086597442627
28,0,2,8,0.0011796894250437617,0.0,0.6325206160545349
29,0,2,9,0.0019368977518752217,0.0025046467781066895,0.6357516050338745
30,1,0,0,0.001145693240687251,0.0,0.8119130730628967
31,1,0,1,0.0010713438969105482,-0.0012362003326416016,0.807090699672699
32,1,0,2,0.001359977526590228,0.0012123584747314453,0.8010966777801514
33,1,0,3,0.0010971137089654803,-0.0005363225936889648,0.7877835035324097
34,1,0,4,0.00300943898037076,0.005140125751495361,0.7620243430137634
35,1,0,5,0.0014893809566274285,0.0005301833152770996,0.7200189828872681
36,1,0,6,0.0011169022182002664,0.0,0.6713927388191223
37,1,0,7,0.0009872977389022708,-0.0029698610305786133,0.6484729647636414
38,1,0,8,0.0013592512113973498,-0.0023946762084960938,0.6390259265899658
39,1,0,9,0.0013549274299293756,-0.0008139610290527344,0.6387600898742676
40,1,1,0,0.0022669050376862288,0.003964662551879883,0.7976089119911194
41,1,1,1,0.0017356787575408816,0.0016798973083496094,0.7997071743011475
42,1,1,2,0.0009640863281674683,-0.000907599925994873,0.7897916436195374
43,1,1,3,0.0019100760109722614,0.0034783482551574707,0.7683433294296265
44,1,1,4,0.0010063444497063756,-0.0017132163047790527,0.7569397687911987
45,1,1,5,0.0016785672632977366,0.0018987059593200684,0.7000074982643127
46,1,1,6,0.004140567500144243,0.005974173545837402,0.660565972328186
47,1,1,7,0.0010524627286940813,-0.000989675521850586,0.6362738609313965
48,1,1,8,0.0012800315162166953,0.0,0.6410260796546936
49,1,1,9,0.001031656051054597,0.0,0.6315605640411377
50,1,2,0,0.001443808781914413,0.0002994537353515625,0.7800997495651245
51,1,2,1,0.0010818969458341599,0.0,0.7843142747879028
52,1,2,2,0.00206948583945632,0.0031245946884155273,0.7778002619743347
53,1,2,3,0.002051594667136669,0.002803802490234375,0.7516424059867859
54,1,2,4,0.001482912921346724,-0.004916489124298096,0.7107701301574707
55,1,2,5,0.0007606237195432186,-0.005790591239929199,0.6539145112037659
56,1,2,6,0.0020315288566052914,0.002339184284210205,0.625697135925293
57,1,2,7,0.009333077818155289,0.007635951042175293,0.6000674962997437
58,1,2,8,0.00155645830091089,0.0,0.6106683611869812
59,1,2,9,0.0012035872787237167,-0.0004438161849975586,0.6182714700698853
60,2,0,0,0.0018565760692581534,0.002291560173034668,0.7594414949417114
61,2,0,1,0.0022207824513316154,0.0021906495094299316,0.7234834432601929
62,2,0,2,0.0013227908639237285,-0.0029757022857666016,0.7391794919967651
63,2,0,3,0.0020986581221222878,0.0020250678062438965,0.6983512043952942
64,2,0,4,0.03455926850438118,0.01301664113998413,0.6291970610618591
65,2,0,5,0.002129259053617716,0.003608107566833496,0.6106020212173462
66,2,0,6,0.0013178009539842606,-0.0005919933319091797,0.5981107950210571
67,2,0,7,0.0010398906888440251,-0.001841425895690918,0.6078063249588013
68,2,0,8,0.0018794082570821047,0.001727283000946045,0.6047043204307556
69,2,0,9,0.0011992488289251924,0.00029850006103515625,0.5985478758811951
70,2,1,0,0.0023238903377205133,-0.00022304058074951172,0.7480552196502686
71,2,1,1,0.002440841170027852,0.003458082675933838,0.7386334538459778
72,2,1,2,0.003417928935959935,0.005637466907501221,0.7143235802650452
73,2,1,3,0.003579884534701705,0.005904972553253174,0.6996952295303345
74,2,1,4,0.0016649904428049922,0.0015036463737487793,0.6299585103988647
75,2,1,5,0.014866123907268047,0.010132670402526855,0.6004133820533752
76,2,1,6,0.001242971164174378,0.0001849532127380371,0.5988895893096924
77,2,1,7,0.0009251086157746613,-0.0015137791633605957,0.5986049771308899
78,2,1,8,0.0017437932547181845,0.0019809603691101074,0.5928281545639038
79,2,1,9,0.0011323320213705301,0.0,0.5903117656707764
80,2,2,0,0.0011260430328547955,-0.005036711692810059,0.7343312501907349
81,2,2,1,0.0008983150473795831,-0.004767358303070068,0.7212533950805664
82,2,2,2,0.0011365906102582812,0.0,0.6847419738769531
83,2,2,3,0.0009571387199684978,-0.0077089667320251465,0.6609598994255066
84,2,2,4,0.012982206419110298,0.007253468036651611,0.5793155431747437
85,2,2,5,0.0011756127933040261,0.0,0.5666439533233643
86,2,2,6,0.0022672824561595917,0.0013205409049987793,0.5810430645942688
87,2,2,7,0.001495380885899067,-0.0005275607109069824,0.5835031270980835
88,2,2,8,0.0013849410461261868,0.001194000244140625,0.5901110172271729
89,2,2,9,0.0011984589509665966,0.0003037452697753906,0.5816641449928284
90,3,0,0,0.0009044583421200514,-0.0032202601432800293,0.6708177328109741
91,3,0,1,0.0024165206123143435,0.0026407241821289062,0.6708136796951294
92,3,0,2,0.000979754375293851,-0.01282280683517456,0.6192223429679871
93,3,0,3,0.0013498378684744239,0.0018720626831054688,0.5759188532829285
94,3,0,4,0.0022239137906581163,-0.0035683512687683105,0.5329211950302124
95,3,0,5,0.0014822061639279127,5.27501106262207e-05,0.5433747172355652
96,3,0,6,0.0010744869941845536,0.0,0.5459981560707092
97,3,0,7,0.0012335059000179172,-0.007660210132598877,0.5460684299468994
98,3,0,8,0.0011052893241867423,0.0,0.5458294153213501
99,3,0,9,0.0011712453560903668,0.0,0.5445712208747864
100,3,1,0,0.002474290318787098,0.001447439193725586,0.6816896796226501
101,3,1,1,0.0016188864829018712,0.002283334732055664,0.6627137064933777
102,3,1,2,0.0022798406425863504,0.0005293488502502441,0.6091173887252808
103,3,1,3,0.0014009533915668726,0.001522839069366455,0.5648745894432068
104,3,1,4,0.0016753356903791428,0.002258896827697754,0.5279639363288879
105,3,1,5,0.0010205736616626382,0.0,0.5412564277648926
106,3,1,6,0.0009475906263105571,-0.003440558910369873,0.5433239936828613
107,3,1,7,0.001118308980949223,-0.004405081272125244,0.5356018543243408
108,3,1,8,0.0009544367785565555,-0.0012407898902893066,0.5447843074798584
109,3,1,9,0.001117825973778963,0.0,0.5410449504852295
110,3,2,0,0.0006781542906537652,-0.006295442581176758,0.6462349891662598
111,3,2,1,0.0010229561012238264,-0.005603790283203125,0.6442712545394897
112,3,2,2,0.0035053330939263105,0.00029844045639038086,0.6078336238861084
113,3,2,3,0.001135976635850966,0.0,0.5306971073150635
114,3,2,4,0.0016868914244696498,-0.0014855265617370605,0.520325779914856
115,3,2,5,0.0018077895510941744,0.0027884840965270996,0.5203261375427246
116,3,2,6,0.002050197683274746,0.0,0.5406488180160522
117,3,2,7,0.003213499439880252,0.004236102104187012,0.5337459444999695
118,3,2,8,0.0038020815700292587,0.006054580211639404,0.5039925575256348
119,3,2,9,0.002356517594307661,0.003515303134918213,0.5142739415168762
120,4,0,0,0.0013174633495509624,0.0,0.5716460943222046
121,4,0,1,0.0008883985574357212,-0.007050752639770508,0.5603612661361694
122,4,0,2,0.0016418927116319537,0.0025632381439208984,0.5062082409858704
123,4,0,3,0.0011454167542979121,0.0,0.4789726734161377
124,4,0,4,0.014109468087553978,0.010299056768417358,0.4823128283023834
125,4,0,5,0.0011318436590954661,0.0,0.47603297233581543
126,4,0,6,0.0014673073310405016,-0.0029348433017730713,0.4587823748588562
127,4,0,7,0.0022556402254849672,0.0024965405464172363,0.47409117221832275
128,4,0,8,0.0011072198394685984,-0.0018435418605804443,0.4563372731208801
129,4,0,9,0.005150150042027235,0.007100969552993774,0.47273293137550354
130,4,1,0,0.004146084189414978,-0.005056619644165039,0.5837197303771973
131,4,1,1,0.0010089416755363345,-0.002297341823577881,0.5626211762428284
132,4,1,2,0.002036513527855277,-0.004726111888885498,0.5277616381645203
133,4,1,3,0.0012769302120432258,0.0,0.47325265407562256
134,4,1,4,0.0023777575697749853,0.00398939847946167,0.48108309507369995
135,4,1,5,0.0035132362972944975,0.005441188812255859,0.4653736352920532
136,4,1,6,0.0009744795388542116,0.0,0.44677916169166565
137,4,1,7,0.010144449770450592,0.00930836796760559,0.44949597120285034
138,4,1,8,0.0017884306143969297,0.0,0.4799620807170868
139,4,1,9,0.0013274474767968059,-0.0018488168716430664,0.47320929169654846
140,4,2,0,0.003875484922900796,-0.011078417301177979,0.5733790993690491
141,4,2,1,0.003910989500582218,0.006195485591888428,0.5459296107292175
142,4,2,2,0.00239489134401083,0.0015265345573425293,0.4981655478477478
143,4,2,3,0.0011591233778744936,-0.0013162791728973389,0.4512134790420532
144,4,2,4,0.00242041633464396,0.003135204315185547,0.45497485995292664
145,4,2,5,0.0035031738225370646,0.0024849772453308105,0.46270614862442017
146,4,2,6,0.001498835044912994,0.0,0.4612981677055359
147,4,2,7,0.00479523092508316,0.006918013095855713,0.4480731785297394
148,4,2,8,0.0010913884034380317,-0.005891680717468262,0.4690854847431183
149,4,2,9,0.009438354521989822,0.00909605622291565,0.45406675338745117
150,5,0,0,0.015319342724978924,0.00982627272605896,0.4594697952270508
151,5,0,1,0.004587257280945778,0.0005488991737365723,0.46447616815567017
152,5,0,2,0.001165923778899014,0.0,0.4199518859386444
153,5,0,3,0.0011688321828842163,-9.515881538391113e-05,0.409898042678833
154,5,0,4,0.001304491190239787,-0.00010824203491210938,0.3984868824481964
155,5,0,5,0.0007943061646074057,-0.013057291507720947,0.38989588618278503
156,5,0,6,0.0010939289350062609,0.0,0.38553473353385925
157,5,0,7,0.001486544730141759,-0.00021317601203918457,0.40421199798583984
158,5,0,8,0.0009708227007649839,-0.00343891978263855,0.4026404023170471
159,5,0,9,0.002496300730854273,0.0013223588466644287,0.41173070669174194
160,5,1,0,0.002888818271458149,0.000321120023727417,0.48976898193359375
161,5,1,1,0.004296867176890373,-0.0018497705459594727,0.45722436904907227
162,5,1,2,0.0010366849601268768,0.0,0.4175301194190979
163,5,1,3,0.0011369779240339994,0.0,0.3996931314468384
164,5,1,4,0.0014318765606731176,-0.0033915936946868896,0.39879491925239563
165,5,1,5,0.0013903639046475291,0.0011296570301055908,0.3955836594104767
166,5,1,6,0.0011429719161242247,0.0,0.3979961574077606
167,5,1,7,0.0016250978223979473,0.0,0.39938056468963623
168,5,1,8,0.0010549831204116344,0.0,0.3855333626270294
169,5,1,9,0.0008402632083743811,-0.007193028926849365,0.388827919960022
170,5,2,0,0.004824216943234205,0.006210625171661377,0.46588656306266785
171,5,2,1,0.0017391550354659557,0.0017408430576324463,0.4524531066417694
172,5,2,2,0.0020569772459566593,0.003021419048309326,0.408780962228775
173,5,2,3,0.0021953631658107042,0.0036774277687072754,0.3910011649131775
174,5,2,4,0.0013708686456084251,0.0015052855014801025,0.39332571625709534
175,5,2,5,0.0024190612602978945,0.0015839338302612305,0.3837537169456482
176,5,2,6,0.0009644122328609228,-0.01780533790588379,0.3684282600879669
177,5,2,7,0.03807874396443367,0.018023252487182617,0.3631053566932678
178,5,2,8,0.0009818191174417734,-0.0017091631889343262,0.3819916248321533
179,5,2,9,0.00964163988828659,0.009136438369750977,0.3912043273448944
180,6,0,0,0.0019750664941966534,-0.003504157066345215,0.38355255126953125
181,6,0,1,0.0016604511765763164,-0.002709418535232544,0.36538341641426086
182,6,0,2,0.002323394874110818,0.003751099109649658,0.3311687111854553
183,6,0,3,0.0010352868121117353,0.0,0.31651031970977783
184,6,0,4,0.00460467953234911,0.006635129451751709,0.31399038434028625
185,6,0,5,0.00099428731482476,-0.0023274123668670654,0.3277272582054138
186,6,0,6,0.0058839814737439156,-0.004616409540176392,0.3154098093509674
187,6,0,7,0.0013718650443479419,-0.004136979579925537,0.32476967573165894
188,6,0,8,0.0008547205361537635,-0.0037179291248321533,0.30596667528152466
189,6,0,9,0.001639211317524314,0.0020393729209899902,0.3282729387283325
190,6,1,0,0.0008613119716756046,-0.001309216022491455,0.3564579486846924
191,6,1,1,0.0014464801643043756,0.002330988645553589,0.337703138589859
192,6,1,2,0.0013637598603963852,0.0,0.32025861740112305
193,6,1,3,0.0017749180551618338,0.0026049911975860596,0.31295114755630493
194,6,1,4,0.001096803229302168,0.0,0.3104555904865265
195,6,1,5,0.0019222950795665383,0.0012830793857574463,0.31217917799949646
196,6,1,6,0.002903205109760165,0.004659324884414673,0.3211110830307007
197,6,1,7,0.0035754821728914976,-0.009954512119293213,0.30144864320755005
198,6,1,8,0.0017819821368902922,0.0029997527599334717,0.3074648380279541
199,6,1,9,0.009783142246305943,-0.0026641786098480225,0.31571897864341736
200,6,2,0,0.0009738602093420923,0.0,0.3397789001464844
201,6,2,1,0.0021505490876734257,0.003348320722579956,0.32064318656921387
202,6,2,2,0.002467251382768154,0.004346638917922974,0.32120293378829956
203,6,2,3,0.0009441395523026586,-0.0009300112724304199,0.30134156346321106
204,6,2,4,0.0010015195002779365,0.0,0.3004193902015686
205,6,2,5,0.0017701999749988317,0.000333249568939209,0.31882384419441223
206,6,2,6,0.0011541034327819943,-0.00047600269317626953,0.3017483055591583
207,6,2,7,0.0015281680971384048,0.0020340681076049805,0.31475830078125
208,6,2,8,0.00114173733163625,0.0,0.3007684051990509
