task_id,vx_bin,vy_bin,yaw_bin,probability,learning_progress,reward_ema
0,0,0,0,0.0033333334140479565,0.0,0.0
1,0,0,1,0.0033333334140479565,0.0,0.0
2,0,0,2,0.0033333334140479565,0.0,0.0
3,0,0,3,0.0033333334140479565,0.0,0.0
4,0,0,4,0.0033333334140479565,0.0,0.0
5,0,0,5,0.0033333334140479565,0.0,0.0
6,0,0,6,0.0033333334140479565,0.0,0.0
7,0,0,7,0.0033333334140479565,0.0,0.0
8,0,0,8,0.0033333334140479565,0.0,0.0
9,0,0,9,0.0033333334140479565,0.0,0.0
10,0,1,0,0.0033333334140479565,0.0,0.0
11,0,1,1,0.0033333334140479565,0.0,0.0
12,0,1,2,0.0033333334140479565,0.0,0.0
13,0,1,3,0.0033333334140479565,0.0,0.0
14,0,1,4,0.0033333334140479565,0.0,0.0
15,0,1,5,0.0033333334140479565,0.0,0.0
16,0,1,6,0.0033333334140479565,0.0,0.0
17,0,1,7,0.0033333334140479565,0.0,0.0
18,0,1,8,0.0033333334140479565,0.0,0.0
19,0,1,9,0.0033333334140479565,0.0,0.0
20,0,2,0,0.0033333334140479565,0.0,0.0
21,0,2,1,0.0033333334140479565,0.0,0.0
22,0,2,2,0.0033333334140479565,0.0,0.0
23,0,2,3,0.0033333334140479565,0.0,0.0
24,0,2,4,0.0033333334140479565,0.0,0.0
25,0,2,5,0.0033333334140479565,0.0,0.0
26,0,2,6,0.0033333334140479565,0.0,0.0
27,0,2,7,0.0033333334140479565,0.0,0.0
28,0,2,8,0.0033333334140479565,0.0,0.0
29,0,2,9,0.0033333334140479565,0.0,0.0
30,1,0,0,0.0033333334140479565,0.0,0.0
31,1,0,1,0.0033333334140479565,0.0,0.0
32,1,0,2,0.0033333334140479565,0.0,0.0
33,1,0,3,0.0033333334140479565,0.0,0.0
34,1,0,4,0.0033333334140479565,0.0,0.0
35,1,0,5,0.0033333334140479565,0.0,0.0
36,1,0,6,0.0033333334140479565,0.0,0.0
37,1,0,7,0.0033333334140479565,0.0,0.0
38,1,0,8,0.0033333334140479565,0.0,0.0
39,1,0,9,0.0033333334140479565,0.0,0.0
40,1,1,0,0.0033333334140479565,0.0,0.0
41,1,1,1,0.0033333334140479565,0.0,0.0
42,1,1,2,0.0033333334140479565,0.0,0.0
43,1,1,3,0.0033333334140479565,0.0,0.0
44,1,1,4,0.0033333334140479565,0.0,0.0
45,1,1,5,0.0033333334140479565,0.0,0.0
46,1,1,6,0.0033333334140479565,0.0,0.0
47,1,1,7,0.0033333334140479565,0.0,0.0
48,1,1,8,0.0033333334140479565,0.0,0.0
49,1,1,9,0.0033333334140479565,0.0,0.0
50,1,2,0,0.0033333334140479565,0.0,0.0
51,1,2,1,0.0033333334140479565,0.0,0.0
52,1,2,2,0.0033333334140479565,0.0,0.0
53,1,2,3,0.0033333334140479565,0.0,0.0
54,1,2,4,0.0033333334140479565,0.0,0.0
55,1,2,5,0.0033333334140479565,0.0,0.0
56,1,2,6,0.0033333334140479565,0.0,0.0
57,1,2,7,0.0033333334140479565,0.0,0.0
58,1,2,8,0.0033333334140479565,0.0,0.0
59,1,2,9,0.0033333334140479565,0.0,0.0
60,2,0,0,0.0033333334140479565,0.0,0.0
61,2,0,1,0.0033333334140479565,0.0,0.0
62,2,0,2,0.0033333334140479565,0.0,0.0
63,2,0,3,0.0033333334140479565,0.0,0.0
64,2,0,4,0.0033333334140479565,0.0,0.0
65,2,0,5,0.0033333334140479565,0.0,0.0
66,2,0,6,0.0033333334140479565,0.0,0.0
67,2,0,7,0.0033333334140479565,0.0,0.0
68,2,0,8,0.0033333334140479565,0.0,0.0
69,2,0,9,0.0033333334140479565,0.0,0.0
70,2,1,0,0.0033333334140479565,0.0,0.0
71,2,1,1,0.0033333334140479565,0.0,0.0
72,2,1,2,0.0033333334140479565,0.0,0.0
73,2,1,3,0.0033333334140479565,0.0,0.0
74,2,1,4,0.0033333334140479565,0.0,0.0
75,2,1,5,0.0033333334140479565,0.0,0.0
76,2,1,6,0.0033333334140479565,0.0,0.0
77,2,1,7,0.0033333334140479565,0.0,0.0
78,2,1,8,0.0033333334140479565,0.0,0.0
79,2,1,9,0.0033333334140479565,0.0,0.0
80,2,2,0,0.0033333334140479565,0.0,0.0
81,2,2,1,0.0033333334140479565,0.0,0.0
82,2,2,2,0.0033333334140479565,0.0,0.0
83,2,2,3,0.0033333334140479565,0.0,0.0
84,2,2,4,0.0033333334140479565,0.0,0.0
85,2,2,5,0.0033333334140479565,0.0,0.0
86,2,2,6,0.0033333334140479565,0.0,0.0
87,2,2,7,0.0033333334140479565,0.0,0.0
88,2,2,8,0.0033333334140479565,0.0,0.0
89,2,2,9,0.0033333334140479565,0.0,0.0
90,3,0,0,0.0033333334140479565,0.0,0.0
91,3,0,1,0.0033333334140479565,0.0,0.0
92,3,0,2,0.0033333334140479565,0.0,0.0
93,3,0,3,0.0033333334140479565,0.0,0.0
94,3,0,4,0.0033333334140479565,0.0,0.0
95,3,0,5,0.0033333334140479565,0.0,0.0
96,3,0,6,0.0033333334140479565,0.0,0.0
97,3,0,7,0.0033333334140479565,0.0,0.0
98,3,0,8,0.0033333334140479565,0.0,0.0
99,3,0,9,0.0033333334140479565,0.0,0.0
100,3,1,0,0.0033333334140479565,0.0,0.0
101,3,1,1,0.0033333334140479565,0.0,0.0
102,3,1,2,0.0033333334140479565,0.0,0.0
103,3,1,3,0.0033333334140479565,0.0,0.0
104,3,1,4,0.0033333334140479565,0.0,0.0
105,3,1,5,0.0033333334140479565,0.0,0.0
106,3,1,6,0.0033333334140479565,0.0,0.0
107,3,1,7,0.0033333334140479565,0.0,0.0
108,3,1,8,0.0033333334140479565,0.0,0.0
109,3,1,9,0.0033333334140479565,0.0,0.0
110,3,2,0,0.0033333334140479565,0.0,0.0
111,3,2,1,0.0033333334140479565,0.0,0.0
112,3,2,2,0.0033333334140479565,0.0,0.0
113,3,2,3,0.0033333334140479565,0.0,0.0
114,3,2,4,0.0033333334140479565,0.0,0.0
115,3,2,5,0.0033333334140479565,0.0,0.0
116,3,2,6,0.0033333334140479565,0.0,0.0
117,3,2,7,0.0033333334140479565,0.0,0.0
118,3,2,8,0.0033333334140479565,0.0,0.0
119,3,2,9,0.0033333334140479565,0.0,0.0
120,4,0,0,0.0033333334140479565,0.0,0.0
121,4,0,1,0.0033333334140479565,0.0,0.0
122,4,0,2,0.0033333334140479565,0.0,0.0
123,4,0,3,0.0033333334140479565,0.0,0.0
124,4,0,4,0.0033333334140479565,0.0,0.0
125,4,0,5,0.0033333334140479565,0.0,0.0
126,4,0,6,0.0033333334140479565,0.0,0.0
127,4,0,7,0.0033333334140479565,0.0,0.0
128,4,0,8,0.0033333334140479565,0.0,0.0
129,4,0,9,0.0033333334140479565,0.0,0.0
130,4,1,0,0.0033333334140479565,0.0,0.0
131,4,1,1,0.0033333334140479565,0.0,0.0
132,4,1,2,0.0033333334140479565,0.0,0.0
133,4,1,3,0.0033333334140479565,0.0,0.0
134,4,1,4,0.0033333334140479565,0.0,0.0
135,4,1,5,0.0033333334140479565,0.0,0.0
136,4,1,6,0.0033333334140479565,0.0,0.0
137,4,1,7,0.0033333334140479565,0.0,0.0
138,4,1,8,0.0033333334140479565,0.0,0.0
139,4,1,9,0.0033333334140479565,0.0,0.0
140,4,2,0,0.0033333334140479565,0.0,0.0
141,4,2,1,0.0033333334140479565,0.0,0.0
142,4,2,2,0.0033333334140479565,0.0,0.0
143,4,2,3,0.0033333334140479565,0.0,0.0
144,4,2,4,0.0033333334140479565,0.0,0.0
145,4,2,5,0.0033333334140479565,0.0,0.0
146,4,2,6,0.0033333334140479565,0.0,0.0
147,4,2,7,0.0033333334140479565,0.0,0.0
148,4,2,8,0.0033333334140479565,0.0,0.0
149,4,2,9,0.0033333334140479565,0.0,0.0
150,5,0,0,0.0033333334140479565,0.0,0.0
151,5,0,1,0.0033333334140479565,0.0,0.0
152,5,0,2,0.0033333334140479565,0.0,0.0
