task_id,vx_bin,vy_bin,yaw_bin,probability,learning_progress,reward_ema
0,0,0,0,0.0016549696447327733,0.002306997776031494,0.8225206136703491
1,0,0,1,0.0014862586976960301,0.0010014772415161133,0.8196156024932861
2,0,0,2,0.0019263530848547816,0.0021877288818359375,0.7987490892410278
3,0,0,3,0.0018113336991518736,0.002932250499725342,0.7659947276115417
4,0,0,4,0.005004025995731354,0.007301688194274902,0.7237942218780518
5,0,0,5,0.0026020987424999475,0.0039980411529541016,0.6716198921203613
6,0,0,6,0.0012688925489783287,0.0,0.6228983402252197
7,0,0,7,0.0015988879604265094,0.002487003803253174,0.6678771376609802
8,0,0,8,0.0007336245616897941,-0.012242436408996582,0.6480172872543335
9,0,0,9,0.001544792321510613,0.0015245676040649414,0.6597120761871338
10,0,1,0,0.0011454775230959058,-0.0006487369537353516,0.8047634363174438
11,0,1,1,0.001347639481537044,0.0011987090110778809,0.8024154305458069
12,0,1,2,0.0016726541798561811,0.002041041851043701,0.7856696248054504
13,0,1,3,0.0011503021232783794,0.0,0.7033053040504456
14,0,1,4,0.0020097645465284586,0.0029916763305664062,0.6936697363853455
15,0,1,5,0.0014885978307574987,0.0,0.656933605670929
16,0,1,6,0.0010425769723951817,-0.0010496973991394043,0.6493655443191528
17,0,1,7,0.0013198972446843982,0.0009428858757019043,0.6565593481063843
18,0,1,8,0.0025790499057620764,0.005238890647888184,0.6373895406723022
19,0,1,9,0.001455987337976694,0.0021396279335021973,0.6313464641571045
20,0,2,0,0.0015756716020405293,0.0021227598190307617,0.7914631366729736
21,0,2,1,0.0016926187090575695,0.002152562141418457,0.7827415466308594
22,0,2,2,0.0012126731453463435,-0.00416034460067749,0.7524494528770447
23,0,2,3,0.005391727667301893,0.006659388542175293,0.7115200757980347
24,0,2,4,0.008192074485123158,0.01029282808303833,0.6703190803527832
25,0,2,5,0.001164368586614728,0.0,0.6360791921615601
26,0,2,6,0.001219986123032868,0.0,0.6335693001747131
27,0,2,7,0.0012967295479029417,0.0005640983581542969,0.6319361925125122
